,xbrlapi.csv,codeblocks.csv,utgb.csv,red5.csv,bulmages.csv,proftp.csv,grisbi.csv,t-2.csv,libmesh.csv,tcvp.csv,tart.csv,panda3d.csv,super-tux.csv,soar.csv,qmmp.csv,mesa3d.csv
bulmages.csv,0.33,0.0,0.86,0.0,1.0,0.77,1.0,0.1,0.33,0.0,0.0,0.46,1.0,0.38,0.65,0.27
codeblocks.csv,0.68,0.99,0.53,0.83,0.24,0.45,0.8,0.17,0.35,0.11,0.06,0.34,0.95,1.0,0.51,0.22
grisbi.csv,0.52,0.78,0.5,0.59,0.21,0.51,1.0,0.12,0.3,0.09,0.06,0.33,0.98,0.51,0.52,0.25
libmesh.csv,0.75,0.8,0.5,0.53,0.35,0.44,0.84,0.09,0.89,0.11,0.29,0.19,0.94,0.59,0.35,0.5
mesa3d.csv,0.54,0.77,0.46,0.54,0.31,0.61,1.0,0.14,0.24,0.17,0.05,0.38,0.91,0.6,0.51,0.88
panda3d.csv,0.6,0.76,0.58,0.45,0.25,0.36,0.88,0.1,0.31,0.23,0.04,0.92,0.91,0.47,0.57,0.23
proftp.csv,0.62,0.79,0.67,0.68,0.33,0.97,0.92,0.13,0.15,0.22,0.11,0.37,1.0,0.77,0.8,0.32
qmmp.csv,0.6,0.79,0.55,0.65,0.22,0.58,0.93,0.11,0.31,0.11,0.07,0.33,0.97,0.39,1.0,0.25
red5.csv,0.48,0.89,0.54,1.0,0.28,0.6,0.95,0.26,0.29,0.14,0.07,0.23,0.96,0.29,0.62,0.27
soar.csv,0.53,0.74,0.61,0.53,0.19,0.43,0.78,0.17,0.4,0.08,0.05,0.3,0.94,1.0,0.45,0.2
super-tux.csv,0.57,0.75,0.56,0.57,0.21,0.5,0.82,0.17,0.36,0.11,0.05,0.32,1.0,1.0,0.5,0.21
t-2.csv,0.59,0.73,0.58,0.63,0.23,0.29,0.82,1.0,0.4,0.11,0.08,0.28,0.95,0.51,0.45,0.22
tart.csv,0.6,1.0,0.56,0.0,0.0,0.43,1.0,0.01,0.0,0.0,1.0,1.0,1.0,0.51,1.0,0.0
tcvp.csv,0.41,0.72,0.59,0.53,0.17,0.54,0.71,0.12,0.33,1.0,0.06,0.38,0.94,0.56,0.55,0.27
utgb.csv,0.64,0.75,0.97,0.48,0.19,0.35,0.56,0.17,0.48,0.13,0.03,0.33,0.9,0.56,0.5,0.22
xbrlapi.csv,1.0,0.7,0.23,0.68,0.17,0.53,1.0,0.12,0.38,0.4,0.03,0.32,0.95,0.57,0.57,0.19
