,xbrlapi.csv,codeblocks.csv,utgb.csv,red5.csv,bulmages.csv,proftp.csv,grisbi.csv,t-2.csv,libmesh.csv,tcvp.csv,tart.csv,panda3d.csv,super-tux.csv,soar.csv,qmmp.csv,mesa3d.csv
bulmages.csv,0.67,0.0,0.86,0.0,0.9,0.62,0.88,0.97,0.83,0.0,0.5,0.92,0.5,0.88,0.94,0.93
codeblocks.csv,0.45,0.44,0.53,0.92,0.42,0.42,0.41,0.41,0.52,0.4,0.36,0.48,0.48,0.0,0.44,0.43
grisbi.csv,0.37,0.39,0.35,0.3,0.42,0.36,0.32,0.45,0.4,0.36,0.35,0.41,0.44,0.32,0.4,0.4
libmesh.csv,0.88,0.8,0.67,0.94,0.94,0.78,0.76,0.82,0.86,0.85,0.86,0.95,0.9,0.41,0.94,0.5
mesa3d.csv,0.92,0.89,0.54,0.51,0.94,0.48,0.88,0.77,0.72,0.83,0.95,0.96,0.86,0.8,0.73,0.83
panda3d.csv,0.8,0.82,0.92,0.91,0.88,0.82,0.94,0.99,0.92,0.92,0.84,0.76,0.95,0.87,0.86,0.73
proftp.csv,0.75,0.57,0.41,0.53,0.92,0.47,0.92,0.63,0.54,0.89,0.78,0.74,0.89,0.77,0.8,0.73
qmmp.csv,0.42,0.51,0.55,0.42,0.45,0.39,0.37,0.48,0.54,0.42,0.42,0.58,0.48,0.46,0.53,0.5
red5.csv,0.47,0.52,0.42,0.44,0.51,0.9,0.4,0.63,0.46,0.49,0.4,0.81,0.62,0.79,0.68,0.83
soar.csv,0.41,0.59,0.56,0.47,0.59,0.7,0.78,0.56,0.58,0.47,0.37,0.53,0.48,0.53,0.55,0.54
super-tux.csv,0.4,0.41,0.44,0.36,0.44,0.37,0.35,0.48,0.49,0.36,0.34,0.43,0.44,0.0,0.41,0.45
t-2.csv,0.62,0.61,0.83,0.55,0.52,0.66,0.42,0.99,0.59,0.54,0.55,0.59,0.65,0.43,0.54,0.92
tart.csv,0.8,0.0,0.89,0.0,0.0,0.86,0.0,0.99,0.67,0.0,0.8,0.0,0.5,0.49,0.5,0.0
tcvp.csv,0.91,0.72,0.91,0.94,0.87,0.58,0.86,0.96,0.67,0.88,0.94,0.62,0.94,0.42,0.68,0.9
utgb.csv,0.91,0.82,0.53,0.6,0.84,0.95,0.94,0.63,0.96,0.93,0.76,0.83,0.77,0.37,0.95,0.72
xbrlapi.csv,0.55,0.89,0.92,0.6,0.69,0.73,0.8,0.71,0.94,0.8,0.66,0.78,0.95,0.78,0.86,0.53
