,rhex.csv,qgo.csv,firebird.csv,applet2app.csv,yield.csv,cities3d.csv,hydrogen.csv,xined.csv,lphant.csv,open-ms.csv
applet2app.csv,0.38,0.52,0.38,0.61,0.59,0.74,0.65,0.67,0.69,0.51
cities3d.csv,0.0,0.61,0.2,0.56,0.16,0.69,0.55,0.0,0.27,0.68
firebird.csv,0.46,0.61,0.57,0.66,0.62,0.68,0.69,0.45,0.49,0.57
hydrogen.csv,0.56,0.0,0.0,0.0,0.0,0.0,0.81,0.0,0.0,0.0
lphant.csv,0.8,0.67,0.59,0.62,0.68,0.69,0.75,0.43,0.67,0.64
open-ms.csv,0.63,0.75,0.61,0.52,0.2,0.58,0.66,0.73,0.46,0.52
qgo.csv,0.69,0.89,0.55,0.7,0.68,0.48,0.77,0.61,0.32,0.6
rhex.csv,0.75,0.64,0.35,0.36,0.34,0.5,0.6,0.24,0.06,0.47
xined.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.0
yield.csv,0.54,0.78,0.66,0.4,0.73,0.0,0.72,0.6,0.58,0.6
