,arcallians.csv,aztec.csv,synergyspace.csv,qmmp.csv,xtreemfs.csv,mplayer-ce.csv
arcallians.csv,0.6,0.43,0.54,0.72,0.37,0.61
aztec.csv,0.48,0.81,0.72,0.93,0.42,0.36
mplayer-ce.csv,0.45,0.48,0.55,0.43,0.33,0.56
qmmp.csv,0.45,0.45,0.44,0.53,0.35,0.39
synergyspace.csv,0.92,0.95,0.73,0.83,0.71,0.85
xtreemfs.csv,0.49,0.56,0.57,0.88,0.37,0.38
