,arcallians.csv,aztec.csv,synergyspace.csv,qmmp.csv,xtreemfs.csv,mplayer-ce.csv
arcallians.csv,0.39,0.99,0.6,0.74,0.34,0.61
aztec.csv,0.69,0.3,0.91,0.81,0.29,0.95
mplayer-ce.csv,0.88,0.94,0.64,0.78,0.74,0.56
qmmp.csv,0.89,0.67,0.76,0.37,0.6,0.88
synergyspace.csv,0.75,0.75,0.48,0.94,0.63,0.66
xtreemfs.csv,0.9,0.55,0.62,0.74,0.28,0.98
