,firebird.csv,ontomorphtab.csv,taokgame.csv,applet2app.csv,xbplayer.csv,htmlunit.csv,webdriver.csv,smarttag.csv,monetdb.csv,fmri-dmt.csv
applet2app.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
firebird.csv,0.52,0.62,0.11,0.36,0.32,0.31,0.45,0.26,0.32,0.09
fmri-dmt.csv,0.0,0.65,0.0,0.0,0.12,0.0,0.53,0.26,0.0,0.8
htmlunit.csv,0.0,0.62,0.11,0.0,0.32,0.74,0.45,0.26,0.43,0.09
monetdb.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ontomorphtab.csv,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0
smarttag.csv,0.0,0.69,0.0,0.0,0.0,0.0,0.75,0.5,0.0,0.0
taokgame.csv,0.0,0.7,0.89,0.0,0.0,0.0,0.62,0.24,0.0,0.0
webdriver.csv,0.0,0.62,0.0,0.0,0.0,0.0,0.8,0.26,0.0,0.0
xbplayer.csv,0.0,0.62,0.15,0.0,0.62,0.0,0.44,0.26,0.0,0.09
