,firebird.csv,ontomorphtab.csv,taokgame.csv,applet2app.csv,xbplayer.csv,htmlunit.csv,webdriver.csv,smarttag.csv,monetdb.csv,fmri-dmt.csv
applet2app.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
firebird.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fmri-dmt.csv,0.0,0.44,0.0,0.0,0.02,0.0,0.21,0.0,0.0,0.72
htmlunit.csv,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.57,0.0
monetdb.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ontomorphtab.csv,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smarttag.csv,0.0,0.3,0.0,0.0,0.0,0.0,0.09,0.48,0.0,0.0
taokgame.csv,0.0,0.44,0.83,0.0,0.0,0.0,0.54,0.51,0.0,0.0
webdriver.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.0,0.0,0.0
xbplayer.csv,0.0,0.0,0.53,0.0,0.65,0.0,0.24,0.0,0.0,0.44
