,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,roolo.csv,primefaces.csv,web-cat.csv
cleartk.csv,0.82,0.67,0.57,0.0,0.38,0.7,0.55,0.78,0.48,0.48,0.67,0.41,0.63,0.77
encog-cs.csv,0.94,0.67,0.84,0.93,0.68,0.82,1.0,0.56,0.0,0.71,0.84,0.89,1.0,0.84
extprosys.csv,0.73,0.83,0.01,0.79,0.79,0.59,0.82,0.33,0.68,0.77,0.68,0.76,0.74,0.39
intact.csv,0.69,0.83,0.09,0.5,0.58,0.0,0.82,0.11,0.17,0.39,0.35,0.76,0.93,0.06
japano.csv,0.62,1.0,0.93,0.86,0.52,0.89,0.91,0.0,0.37,0.64,0.82,0.46,0.78,0.9
lockss.csv,0.11,0.0,0.06,0.07,0.1,0.03,0.0,0.22,0.06,0.0,0.2,0.14,0.07,0.13
officefloor.csv,0.04,0.0,0.17,0.79,0.19,0.36,0.73,0.78,0.1,0.23,0.0,0.51,0.48,0.68
opennms.csv,0.15,0.0,0.1,0.21,0.0,0.14,0.64,0.22,0.09,0.08,0.06,0.43,0.52,0.45
primefaces.csv,0.56,0.83,0.9,0.5,0.32,0.45,0.55,0.78,0.32,0.24,0.63,0.57,0.04,0.61
rohxel.csv,0.99,1.0,0.96,0.71,0.94,0.78,0.0,0.89,0.99,0.95,0.81,0.84,1.0,0.94
roolo.csv,0.32,0.67,0.06,0.07,0.3,0.18,0.0,0.11,0.11,0.24,0.23,0.03,0.52,0.32
sevenupdate.csv,0.84,0.0,1.0,1.0,0.58,0.81,0.45,0.89,0.86,0.66,0.96,0.57,0.63,0.81
web-cat.csv,0.21,0.0,0.05,0.57,0.13,0.15,0.73,0.44,0.02,0.12,0.31,0.51,0.26,0.0
