,0,1,2,3,4,5
kml.csv,[0.33],[0.17],[0.0],[0.17],[0.0],[0.17]
unicase.csv,[0.21],[0.5],[0.0],[0.5],[0.0],[0.5]
zoolib.csv,[0.06],[0.33],[0.17],[0.28],[0.0],[0.25]
ontopia.csv,[1.0],[1.0],[1.0],[1.0],[0.0],[1.0]
repositorium.csv,[0.0],[0.33],[0.0],[0.33],[0.0],[0.33]
ultimairis.csv,[0.12],[0.25],[0.0],[0.25],[0.0],[0.25]
galaxium.csv,[0.0],[0.27],[0.0],[0.27],[0.09],[0.27]
sigil.csv,[0.67],[0.67],[0.0],[0.33],[0.0],[0.33]
ardour.csv,[0.12],[0.5],[0.0],[0.5],[0.0],[0.5]
xfce.csv,[0.5],[0.5],[0.0],[0.5],[0.0],[0.5]
projecteqemu.csv,[0.25],[0.25],[0.0],[0.25],[0.0],[0.25]
personalaccess.csv,[1.0],[0.33],[0.0],[0.33],[0.0],[0.33]
pcsx2.csv,[0.17],[0.5],[0.0],[0.67],[0.0],[0.5]
multitude.csv,[0.0],[0.5],[0.0],[0.5],[0.0],[0.5]
virtuoso.csv,[0.0],[0.19],[0.06],[0.19],[0.0],[0.12]
jrdf.csv,[0.0],[0.29],[0.0],[0.14],[0.0],[0.14]
runuomondains.csv,[0.14],[0.29],,,,
jgossipforum.csv,[0.05],[0.0],[0.0],[0.05],[0.0],[0.05]
ingex.csv,[0.0],[0.6],[0.0],[0.6],[0.0],[0.4]
modplug.csv,[0.0],[0.33],[0.0],[0.67],[0.0],[1.0]
xcmetadataservicestoolkit.csv,[0.0],[0.5],[0.5],[0.5],[0.0],[0.5]
bionote.csv,[0.17],[0.83],[0.17],[0.5],,
openfrag.csv,[0.0],[0.17],[0.0],[0.17],[0.0],[0.17]
super-tux.csv,[0.0],[1.0],[0.0],[1.0],[0.0],[1.0]
uclmda.csv,[0.5],[0.0],[1.0],[0.0],[0.0],[0.0]
glas.csv,[1.0],[0.33],[0.0],[0.33],[0.0],[0.33]
itext.csv,[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
pydev.csv,[0.78],[0.44],[0.0],[0.44],[0.0],[0.56]
octet.csv,[0.0],[0.2],[0.0],[0.2],[0.0],[0.2]
powerfolder.csv,[0.08],[0.23],,,,
auber.csv,[0.0],[0.25],[0.0],[0.25],[0.0],[0.25]
rebecca-aiml.csv,[0.07],[0.07],[0.0],[0.07],[0.0],[0.07]
dataobjectsdotnet.csv,[0.13],[0.39],[0.13],[0.48],[0.0],[0.35]
jparsec.csv,[0.2],[0.0],[0.0],[0.0],[0.0],[0.0]
twostep.csv,[0.0],[0.25],[0.0],[0.5],[0.0],[0.5]
xbg.csv,[0.0],[0.17],[0.33],[0.33],[0.0],[0.33]
joustsim.csv,[0.14],[0.14],[0.0],[0.29],[0.0],[0.14]
ofbiz.csv,[0.36],[0.27],[0.18],[0.27],[0.0],[0.27]
kftpgrabber.csv,[0.33],[0.5],[0.0],[0.5],[0.0],[0.67]
smartgwt.csv,[0.19],[0.12],[0.0],[0.22],[0.0],[0.16]
img-browse-sort.csv,[0.0],[0.33],[0.0],[0.33],[0.0],[0.33]
adobe-source.csv,[0.53],[0.47],[0.0],[0.47],[0.0],[0.4]
ibatisdb.csv,[0.45],[0.36],[0.09],[0.45],[0.09],[0.36]
fido.csv,[0.09],[0.27],,,,
gdis.csv,[nan],[nan],[nan],[nan],[nan],[nan]
madman.csv,[1.0],[0.5],,,,
soar.csv,[0.5],[0.0],[0.0],[0.0],[0.0],[0.0]
lufa-lib.csv,[0.0],[0.25],[0.0],[0.25],[0.0],[0.25]
somap.csv,[0.0],[1.0],[0.0],[1.0],[0.0],[1.0]
netatalk.csv,[0.0],[0.6],[0.4],[0.6],[0.0],[0.6]
google-web-toolkit.csv,[0.2],[0.4],[0.0],[0.4],[0.0],[0.4]
megameknet.csv,[0.12],[0.42],[0.0],[0.38],[0.0],[0.42]
power-architect.csv,[0.0],[0.67],[0.0],[0.33],[0.0],[0.33]
enzo.csv,[0.0],[0.0],[0.67],[0.33],[0.0],[0.33]
lite.csv,[0.0],[0.25],[0.25],[0.25],[0.25],[0.25]
hannosset.csv,[0.38],[0.38],,,,
lportal.csv,[0.38],[0.26],[0.0],[0.27],[0.0],[0.27]
geotools.csv,[0.73],[0.18],[0.0],[0.27],[0.0],[0.23]
xined.csv,[0.5],[0.75],[0.0],[0.5],[0.0],[0.75]
reaper3d.csv,[0.0],[0.4],[0.0],[0.4],[0.0],[0.4]
openmsx.csv,[0.18],[0.45],[0.0],[0.45],[0.0],[0.45]
loki-lib.csv,[0.0],[0.25],[0.0],[0.5],[0.0],[0.25]
lphant.csv,[0.33],[0.0],[0.0],[0.0],[0.0],[0.0]
ns-3-dev-def-routing.csv,[0.11],[0.56],[0.0],[0.33],[0.0],[0.33]
wxcode.csv,[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
