,sauerbraten.csv,brlcad.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,phet.csv,mptvseries.csv,toped.csv,irrlicht.csv,qse.csv,truevision.csv,zoolib.csv,openfrag.csv,qdvdauthor.csv,kmess.csv,moast.csv,nativeclient.csv,genoviz.csv
brlcad.csv,98.5,594.0,189.0,265.5,114.0,180.0,197.5,45.5,97.5,72.5,97.5,85.5,1799.5,152.0,97.5,83.5,86.5,99.0,95.5
delphilhlplib.csv,98.5,198.0,193.0,188.0,671.0,545.0,395.0,379.5,97.5,98.5,97.5,92.5,1381.0,77.5,97.5,99.0,294.0,99.0,95.5
exordium.csv,98.5,99.0,192.0,283.5,90.5,192.0,395.0,772.0,97.5,98.5,94.5,191.0,95.5,156.0,97.5,99.0,390.5,99.0,194.0
fltk.csv,98.5,198.0,189.0,188.0,185.0,540.0,493.0,700.5,97.5,89.5,97.5,188.0,851.5,990.0,97.5,98.5,390.0,198.0,95.5
genoviz.csv,168.0,91.5,193.0,79.5,56.5,261.5,296.0,201.5,97.5,89.5,54.5,51.5,93.5,42.5,89.5,92.5,96.5,89.5,95.5
gzigzag.csv,98.5,99.0,189.0,565.0,183.0,276.5,296.0,446.0,97.5,89.5,97.5,191.0,1762.0,156.0,97.5,92.5,293.0,97.5,95.5
irrlicht.csv,98.5,0.0,193.0,1137.5,951.5,386.0,494.0,1757.0,97.5,99.0,97.5,1061.5,1169.5,1956.5,97.5,99.0,685.5,99.0,194.0
kmess.csv,98.5,99.0,189.0,758.5,474.5,271.5,430.0,679.5,97.5,99.0,94.5,284.5,2688.5,555.0,97.5,99.0,685.5,0.0,95.5
moast.csv,98.5,594.0,95.5,373.0,569.5,386.0,295.5,944.5,97.5,99.0,97.5,776.0,3654.5,414.5,96.5,99.0,191.5,99.0,95.5
mptvseries.csv,98.5,198.0,0.0,179.0,184.0,179.0,679.0,585.0,97.5,96.5,97.5,92.5,2128.5,77.5,97.5,93.5,88.5,92.5,95.5
nativeclient.csv,98.5,594.0,193.0,670.0,763.5,386.0,395.0,613.0,97.5,98.5,97.5,385.0,486.5,822.5,97.5,99.0,588.0,99.0,95.5
openfrag.csv,98.5,396.0,193.0,760.5,665.0,544.0,494.0,537.5,97.5,98.5,97.5,191.0,2102.0,77.5,97.5,99.0,586.5,99.0,95.5
phet.csv,275.5,495.0,174.0,1023.0,1396.0,386.0,1573.0,1128.0,96.5,99.0,253.5,1061.5,1169.5,1954.5,96.5,97.5,702.0,99.0,801.5
qdvdauthor.csv,98.5,594.0,95.5,556.0,665.0,637.5,493.0,1003.0,97.5,99.0,97.5,92.5,387.0,627.0,97.5,98.5,283.5,99.0,882.0
qse.csv,93.5,202.5,192.0,666.0,243.5,192.0,493.0,505.5,94.5,99.0,97.5,142.0,1356.0,766.5,97.5,99.0,390.5,89.5,372.0
sauerbraten.csv,98.5,198.0,193.0,1233.0,852.5,1019.5,395.0,1757.0,97.5,99.0,97.5,1061.5,1169.5,1878.0,97.5,99.0,489.0,99.0,194.0
toped.csv,98.5,495.0,193.0,658.5,852.5,728.0,395.0,1173.5,97.5,93.5,97.5,863.5,582.0,564.5,97.5,99.0,586.5,99.0,95.5
truevision.csv,98.5,74.5,272.5,382.0,477.0,550.0,395.0,350.5,97.5,97.5,0.0,92.5,95.5,590.5,97.5,98.5,588.0,92.5,815.5
zoolib.csv,98.5,99.0,192.0,187.0,383.5,635.5,395.0,226.5,97.5,96.5,97.5,306.0,956.5,73.5,97.5,99.0,588.0,90.5,95.5
