,sauerbraten.csv,brlcad.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,phet.csv,mptvseries.csv,toped.csv,irrlicht.csv,qse.csv,truevision.csv,zoolib.csv,openfrag.csv,qdvdauthor.csv,kmess.csv,moast.csv,nativeclient.csv,genoviz.csv
brlcad.csv,0.62,0.4,0.88,0.75,0.5,0.3,0.15,1.0,0.79,0.85,0.63,0.67,0.17,0.81,0.55,0.69,0.73,0.9,0.19
delphilhlplib.csv,0.63,0.44,0.9,0.79,0.35,0.28,0.18,0.71,0.88,0.84,0.94,0.68,0.19,0.85,0.75,0.78,0.93,0.82,0.12
exordium.csv,0.62,0.45,0.84,0.78,0.45,0.28,0.16,0.57,0.91,0.86,1.0,0.57,0.14,0.83,0.72,0.85,0.89,0.91,0.19
fltk.csv,0.73,0.19,0.77,0.76,0.33,0.25,0.28,0.52,0.96,0.81,0.54,0.55,0.19,0.72,0.79,0.69,0.91,0.72,0.31
genoviz.csv,0.77,0.27,0.78,1.0,1.0,0.37,0.07,0.33,1.0,0.9,1.0,1.0,0.0,1.0,0.88,1.0,0.98,0.82,0.62
gzigzag.csv,0.73,0.44,0.91,0.71,0.54,0.39,0.14,0.55,0.89,0.83,0.95,0.67,0.08,0.89,0.75,0.87,0.66,0.79,0.14
irrlicht.csv,0.62,0.0,0.75,0.57,0.25,0.24,0.24,0.38,0.85,0.83,0.43,0.35,0.09,0.55,0.68,0.63,0.89,0.59,0.1
kmess.csv,0.88,0.07,0.57,0.64,0.33,0.5,0.13,0.57,0.91,0.79,1.0,0.5,0.06,0.76,0.8,0.77,0.63,0.0,0.11
moast.csv,0.54,0.25,0.54,0.52,0.27,0.24,0.22,0.25,0.85,0.8,0.43,0.24,0.05,0.67,0.64,0.63,1.0,0.59,0.11
mptvseries.csv,0.72,0.3,0.0,0.82,0.46,0.45,0.12,0.65,0.94,0.84,0.68,0.75,0.17,0.88,0.77,0.79,1.0,0.85,0.17
nativeclient.csv,0.69,0.3,0.77,0.7,0.3,0.25,0.19,0.6,0.88,0.84,0.6,0.48,0.13,0.64,0.74,0.68,0.9,0.77,0.11
openfrag.csv,0.63,0.26,0.76,0.66,0.37,0.24,0.2,0.62,0.89,0.81,0.94,0.6,0.13,0.81,0.77,0.71,0.91,0.74,0.09
phet.csv,0.14,0.29,0.76,0.3,0.11,0.22,0.41,0.24,0.57,0.68,0.15,0.28,0.08,0.31,0.58,0.49,0.21,0.51,0.0
qdvdauthor.csv,0.73,0.22,0.72,0.58,0.25,0.23,0.25,0.44,0.94,0.76,0.43,0.56,0.12,0.65,0.8,0.67,0.99,0.6,0.0
qse.csv,0.64,0.0,0.67,0.66,0.39,0.26,0.24,0.56,0.89,0.8,0.78,0.43,0.12,0.62,0.77,0.7,0.74,1.0,0.09
sauerbraten.csv,0.78,0.24,0.71,0.58,0.28,0.26,0.24,0.38,0.85,0.77,0.43,0.35,0.06,0.56,0.68,0.62,0.91,0.59,0.07
toped.csv,0.68,0.2,0.75,0.59,0.3,0.22,0.21,0.44,0.98,0.78,0.46,0.37,0.09,0.61,0.77,0.65,0.94,0.62,0.11
truevision.csv,0.67,0.0,0.76,0.72,0.26,0.38,0.17,0.64,0.87,0.82,0.0,0.67,0.15,0.78,0.71,0.71,0.89,0.8,0.07
zoolib.csv,0.69,0.5,0.78,0.82,0.37,0.26,0.12,0.82,0.94,0.84,0.75,0.52,0.23,0.87,0.67,0.74,0.9,0.81,0.17
