,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,vrjuggler.csv,gretl.csv,alleg.csv,jasperreports.csv,frogatto.csv,bwapi.csv,wxcode.csv,arm-webradio.csv
alleg.csv,0.43,1.0,0.75,0.72,0.84,0.37,0.67,0.94,1.0,0.8,0.56,0.76,0.9,0.88,0.94,0.65,0.86,0.83
arm-webradio.csv,0.23,0.55,0.0,0.3,0.61,0.23,0.1,0.72,0.83,0.47,0.0,0.34,0.18,0.35,0.44,0.36,0.0,0.66
bwapi.csv,0.89,0.64,1.0,0.91,0.55,0.97,1.0,0.39,0.28,0.67,1.0,0.95,0.92,0.96,0.53,0.88,1.0,0.6
co-ode-owl-plugins.csv,0.57,0.55,0.58,0.78,0.89,0.33,0.19,0.67,0.83,1.0,0.06,0.44,0.44,0.85,0.72,0.44,0.86,0.77
firebreath.csv,0.46,0.45,0.75,0.7,0.73,0.5,0.05,0.17,0.96,0.67,0.06,0.13,0.2,0.62,0.22,0.2,0.14,0.26
frogatto.csv,0.66,0.64,0.92,0.8,0.64,0.73,0.9,0.44,0.52,0.67,1.0,0.74,0.75,1.0,0.75,0.27,1.0,0.54
gretl.csv,1.0,1.0,1.0,0.93,1.0,1.0,0.9,1.0,1.0,1.0,1.0,0.99,0.99,1.0,1.0,1.0,1.0,1.0
jasperreports.csv,0.17,0.09,0.92,0.24,0.2,0.42,0.71,0.28,0.06,0.07,0.69,0.18,0.32,0.35,0.08,0.02,0.14,0.0
konversation.csv,0.03,0.0,0.0,0.0,0.02,0.05,0.05,0.0,0.0,0.07,0.12,0.03,0.09,0.04,0.0,0.02,0.29,0.0
linuxsh.csv,0.2,0.27,0.58,0.07,0.64,0.12,0.0,0.06,0.7,0.33,0.0,0.09,0.06,0.0,0.14,0.13,0.0,0.0
moviesandbox.csv,0.71,0.27,0.75,0.43,0.77,0.45,0.1,0.61,0.76,1.0,0.06,0.15,0.06,0.42,0.39,0.69,0.57,0.17
ontomorphtab.csv,0.8,1.0,1.0,1.0,1.0,0.97,1.0,0.28,0.74,0.8,1.0,0.94,0.99,0.96,0.97,0.48,0.57,0.86
opengs.csv,0.37,0.45,0.58,0.52,0.7,0.58,0.1,0.5,0.78,0.87,0.0,0.15,0.11,0.73,0.31,0.19,0.86,0.03
scite-ru.csv,0.71,0.36,0.58,0.72,0.84,0.55,0.19,0.78,0.87,1.0,0.44,0.35,0.25,1.0,0.86,0.96,1.0,0.51
tokratan.csv,0.0,0.0,0.58,0.04,0.11,0.03,0.1,0.0,0.0,0.13,0.0,0.06,0.01,0.0,0.03,0.04,0.43,0.0
vrjuggler.csv,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0
wxcode.csv,0.06,0.0,0.5,0.22,0.16,0.02,0.14,0.0,0.0,0.27,0.0,0.2,0.16,0.23,0.06,0.04,0.43,0.03
xuggle.csv,0.11,0.82,0.58,0.3,0.55,0.25,0.14,0.06,0.22,0.2,0.0,0.53,0.59,0.5,0.5,0.11,0.71,0.49
