,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,vrjuggler.csv,gretl.csv,alleg.csv,jasperreports.csv,frogatto.csv,bwapi.csv,wxcode.csv,arm-webradio.csv
alleg.csv,0.62,0.18,0.22,0.14,0.54,0.35,0.33,0.2,0.43,0.1,0.22,0.87,0.69,0.1,0.52,0.7,0.12,0.38
arm-webradio.csv,0.8,0.26,0.0,0.18,0.57,0.48,0.25,0.59,0.42,0.07,0.0,0.91,0.64,0.24,0.5,0.61,0.0,0.72
bwapi.csv,0.6,0.13,0.12,0.1,0.51,0.38,0.3,0.07,0.3,0.11,0.21,0.83,0.61,0.05,0.61,0.91,0.1,0.19
co-ode-owl-plugins.csv,0.77,0.4,0.29,0.24,0.65,0.56,1.0,1.0,0.63,0.11,0.06,0.91,0.58,0.05,0.68,0.79,0.27,0.77
firebreath.csv,0.67,0.42,0.2,0.18,0.71,0.64,1.0,0.09,0.47,0.13,0.08,0.83,0.51,0.13,1.0,0.68,0.17,0.2
frogatto.csv,0.79,0.17,0.13,0.15,0.64,0.47,0.33,0.09,0.44,0.19,0.22,0.88,0.65,0.05,0.75,0.57,0.16,0.26
gretl.csv,0.64,0.17,0.13,0.11,0.56,0.39,0.28,0.17,0.41,0.11,0.22,0.84,0.61,0.06,0.52,0.78,0.09,0.28
jasperreports.csv,0.86,0.17,0.15,0.07,0.5,0.35,0.27,0.11,0.19,0.25,0.23,0.87,0.64,0.56,0.6,1.0,0.04,0.0
konversation.csv,0.5,0.0,0.0,0.0,1.0,0.38,0.5,0.0,0.0,0.33,0.33,0.71,0.57,0.03,0.0,0.75,0.33,0.0
linuxsh.csv,0.7,0.6,0.54,0.6,0.68,0.58,0.0,0.1,0.62,0.08,0.0,1.0,0.45,0.0,0.56,0.62,0.0,0.0
moviesandbox.csv,0.6,0.38,0.17,0.11,0.72,0.44,0.4,0.46,0.55,0.14,0.2,0.91,0.33,0.03,0.58,0.73,0.13,0.55
ontomorphtab.csv,0.78,0.17,0.12,0.12,0.56,0.39,0.3,0.07,0.39,0.12,0.22,0.83,0.61,0.13,0.52,0.77,0.05,0.24
opengs.csv,0.81,0.62,0.33,0.27,0.65,0.45,1.0,0.9,0.68,0.13,0.0,1.0,0.5,0.04,0.69,0.77,0.27,1.0
scite-ru.csv,0.71,0.33,0.23,0.24,0.61,0.43,0.57,0.25,0.53,0.12,0.19,0.96,0.54,0.05,0.66,0.78,0.17,0.5
tokratan.csv,0.0,0.0,0.44,0.5,0.5,0.67,0.67,0.0,0.0,0.67,0.0,0.9,0.5,0.0,1.0,1.0,0.75,0.0
vrjuggler.csv,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
wxcode.csv,1.0,0.0,0.5,0.38,0.54,0.5,1.0,0.0,0.0,0.57,0.0,0.97,0.64,0.2,1.0,1.0,0.43,0.25
xuggle.csv,0.8,0.22,0.5,0.47,0.69,0.48,0.6,0.07,0.57,0.17,0.0,0.94,0.67,0.14,0.75,0.54,0.25,0.57
