,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,vrjuggler.csv,gretl.csv,alleg.csv,jasperreports.csv,frogatto.csv,bwapi.csv,wxcode.csv,arm-webradio.csv
alleg.csv,0.43,0.91,0.36,0.55,0.91,0.42,0.54,0.72,0.92,0.84,0.53,0.57,0.65,0.45,0.94,0.97,0.61,0.49
arm-webradio.csv,0.1,0.31,0.08,0.17,0.57,0.16,0.12,0.1,0.79,0.77,0.0,0.17,0.16,0.06,0.48,0.81,0.22,0.09
bwapi.csv,1.0,0.85,0.96,0.98,0.66,0.98,0.96,0.97,0.45,0.62,1.0,0.93,0.95,1.0,0.36,0.31,0.86,0.92
co-ode-owl-plugins.csv,0.29,0.16,0.19,0.31,0.6,0.17,0.0,0.0,0.34,0.94,0.25,0.2,0.51,0.98,0.36,0.39,0.21,0.08
firebreath.csv,0.38,0.13,0.39,0.39,0.37,0.18,0.0,0.33,0.77,0.53,0.19,0.13,0.31,0.23,0.0,0.33,0.07,0.36
frogatto.csv,0.29,0.62,0.83,0.55,0.46,0.52,0.75,0.88,0.45,0.34,0.97,0.47,0.64,0.98,0.27,0.69,0.5,0.57
gretl.csv,0.95,1.0,0.92,0.96,1.0,0.98,0.96,0.99,1.0,1.0,0.98,0.93,1.0,0.89,1.0,1.0,0.99,0.91
jasperreports.csv,0.05,0.09,0.67,0.42,0.26,0.49,0.77,0.45,0.17,0.02,0.63,0.13,0.29,0.01,0.06,0.0,0.34,0.26
konversation.csv,0.05,0.0,0.0,0.01,0.0,0.05,0.02,0.0,0.01,0.02,0.07,0.07,0.11,0.08,0.0,0.03,0.05,0.04
linuxsh.csv,0.14,0.04,0.07,0.01,0.37,0.05,0.0,0.1,0.3,0.48,0.0,0.0,0.11,0.0,0.12,0.28,0.03,0.0
moviesandbox.csv,0.81,0.09,0.49,0.44,0.37,0.35,0.06,0.14,0.43,0.72,0.07,0.07,0.18,0.84,0.3,0.89,0.36,0.05
ontomorphtab.csv,0.38,1.0,0.93,0.89,1.0,0.94,0.92,0.74,0.81,0.69,0.95,0.93,1.0,0.35,0.97,0.5,0.97,1.0
opengs.csv,0.14,0.05,0.16,0.18,0.49,0.44,0.0,0.01,0.26,0.72,0.02,0.0,0.18,0.87,0.15,0.19,0.21,0.0
scite-ru.csv,0.48,0.15,0.27,0.29,0.69,0.46,0.06,0.45,0.55,0.87,0.49,0.07,0.35,0.99,0.48,0.94,0.45,0.19
tokratan.csv,0.0,0.04,0.1,0.01,0.14,0.01,0.02,0.0,0.0,0.01,0.0,0.03,0.02,0.04,0.0,0.0,0.01,0.0
vrjuggler.csv,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.06,0.0,0.0,0.0
wxcode.csv,0.0,0.0,0.07,0.04,0.17,0.01,0.0,0.0,0.0,0.02,0.0,0.03,0.15,0.05,0.0,0.0,0.05,0.03
xuggle.csv,0.05,0.56,0.08,0.04,0.31,0.17,0.04,0.14,0.12,0.12,0.0,0.17,0.47,0.17,0.18,0.33,0.2,0.13
