,umber.csv,openwbem.csv,wpdev.csv,orc.csv,mvdsv.csv,vienna-add-in.csv,plato.csv,rodin-b-sharp.csv,iaml.csv,gwanted.csv,cubefs.csv,java-gnome.csv,elynx.csv,tycho.csv,mecat.csv,codesmith.csv,ta3d.csv
codesmith.csv,0.93,0.53,0.41,0.34,0.38,0.76,0.82,0.4,0.62,0.62,0.49,0.52,0.65,0.38,0.55,0.47,0.43
cubefs.csv,0.5,0.79,0.6,0.43,0.4,0.53,0.77,0.49,0.47,0.67,0.52,0.4,0.46,0.5,0.35,0.53,0.41
gwanted.csv,0.42,0.42,0.39,0.43,0.56,0.72,0.41,0.49,0.71,0.62,0.46,0.89,0.38,0.0,0.41,0.0,0.35
iaml.csv,0.73,0.82,0.57,0.9,0.53,0.7,0.82,0.53,0.57,0.76,0.92,0.91,0.54,0.67,0.76,0.91,0.86
java-gnome.csv,0.44,0.78,0.84,0.49,0.37,0.45,0.8,0.69,0.96,0.49,0.92,0.42,0.67,0.62,0.6,0.41,0.85
mecat.csv,0.75,0.99,0.54,0.93,0.56,0.75,0.0,0.97,0.67,0.95,0.0,0.67,0.86,0.0,0.82,0.0,0.55
mvdsv.csv,0.82,0.92,0.67,0.93,0.89,0.5,0.59,0.95,0.94,0.96,0.88,0.78,0.75,0.0,0.75,0.5,0.8
openwbem.csv,0.43,0.45,0.4,0.48,0.42,0.46,0.46,0.44,0.78,0.61,0.44,0.74,0.41,0.4,0.38,0.51,0.44
orc.csv,0.67,0.62,0.42,0.59,0.75,0.92,0.35,0.55,0.78,0.65,0.44,0.83,0.69,0.0,0.35,0.9,0.67
plato.csv,0.35,0.49,0.39,0.32,0.38,0.47,0.49,0.43,0.44,0.61,0.89,0.88,0.35,0.4,0.43,0.41,0.41
rodin-b-sharp.csv,0.9,0.93,0.82,0.95,0.39,0.92,0.54,0.66,0.54,0.57,0.92,0.38,0.6,0.0,0.45,0.57,0.76
ta3d.csv,0.6,0.98,0.88,0.92,0.0,0.58,0.64,0.97,0.61,0.72,0.77,0.46,0.0,0.0,0.65,0.92,0.44
tycho.csv,0.85,0.88,0.53,0.96,0.94,0.86,0.9,0.77,0.98,0.97,0.56,0.92,0.92,0.58,0.87,0.8,0.59
umber.csv,0.52,0.46,0.37,0.29,0.36,0.46,0.43,0.38,0.42,0.45,0.42,0.37,0.34,0.5,0.33,0.36,0.4
vienna-add-in.csv,0.52,0.75,0.58,0.46,0.93,0.61,0.79,0.7,0.69,0.5,0.79,0.93,0.59,0.54,0.48,0.67,0.5
wpdev.csv,0.34,0.49,0.39,0.29,0.38,0.42,0.42,0.38,0.43,0.43,0.41,0.38,0.38,0.4,0.34,0.39,0.42
