,umber.csv,openwbem.csv,wpdev.csv,orc.csv,mvdsv.csv,vienna-add-in.csv,plato.csv,rodin-b-sharp.csv,iaml.csv,gwanted.csv,cubefs.csv,java-gnome.csv,elynx.csv,tycho.csv,mecat.csv,codesmith.csv,ta3d.csv
codesmith.csv,0.25,0.5,0.79,0.45,0.0,0.4,0.28,0.49,0.48,0.51,0.52,0.6,0.0,0.0,0.87,0.76,0.58
cubefs.csv,0.84,0.34,0.4,0.21,0.13,0.63,0.33,0.61,0.6,0.49,0.67,0.49,0.78,0.47,0.13,0.46,0.0
gwanted.csv,0.66,0.62,0.55,0.78,0.69,0.38,0.59,0.56,0.45,0.72,0.42,0.15,0.0,0.0,0.79,0.0,0.47
iaml.csv,0.24,0.31,0.44,0.35,0.88,0.31,0.31,0.4,0.69,0.46,0.12,0.11,0.0,0.35,0.37,0.17,0.2
java-gnome.csv,0.8,0.34,0.34,0.51,0.41,0.55,0.12,0.22,0.1,0.47,0.17,0.82,0.91,0.57,0.37,0.6,0.3
mecat.csv,0.63,0.25,0.35,0.29,0.69,0.05,0.02,0.13,0.01,0.34,0.0,0.06,0.0,0.0,0.97,0.0,0.27
mvdsv.csv,0.63,0.04,0.02,0.29,0.99,0.02,0.36,0.13,0.07,0.09,0.1,0.29,0.0,0.0,0.69,0.02,0.13
openwbem.csv,0.77,0.61,0.65,0.6,0.67,0.62,0.43,0.47,0.27,0.57,0.57,0.3,0.85,0.58,0.56,0.37,0.62
orc.csv,0.0,0.37,0.52,0.86,0.7,0.09,0.52,0.36,0.14,0.36,0.47,0.13,0.0,0.0,0.79,0.1,0.24
plato.csv,0.46,0.0,0.0,0.25,0.0,0.39,0.85,0.45,0.51,0.64,0.25,0.15,0.0,0.0,0.65,0.55,0.0
rodin-b-sharp.csv,0.58,0.05,0.0,0.55,0.57,0.15,0.47,0.84,0.45,0.42,0.17,0.72,0.0,0.0,0.33,0.41,0.29
ta3d.csv,0.71,0.1,0.07,0.15,0.0,0.31,0.22,0.12,0.58,0.47,0.49,0.63,0.0,0.0,0.36,0.11,0.62
tycho.csv,0.19,0.37,0.0,0.36,0.0,0.29,0.25,0.23,0.24,0.41,0.49,0.21,0.95,0.72,0.37,0.04,0.49
umber.csv,0.9,0.64,0.0,0.09,0.51,0.42,0.0,0.24,0.47,0.38,0.24,0.41,0.41,0.34,0.0,0.0,0.5
vienna-add-in.csv,0.7,0.44,0.0,0.38,0.0,0.65,0.33,0.34,0.4,0.6,0.43,0.19,0.85,0.63,0.35,0.37,0.51
wpdev.csv,0.09,0.05,0.99,0.05,0.3,0.09,0.0,0.0,0.26,0.26,0.0,0.0,0.56,0.17,0.3,0.38,0.0
