,openefm.csv,jgnash.csv,yarp0.csv,mp-rechnungs-und-kundenverwaltung.csv,ingex.csv,ambulant.csv
ambulant.csv,0.76,0.88,0.89,0.75,0.69,0.37
ingex.csv,0.87,0.79,0.69,0.73,0.52,0.7
jgnash.csv,0.54,0.39,0.6,0.53,0.64,0.63
mp-rechnungs-und-kundenverwaltung.csv,0.62,0.71,0.75,0.57,0.51,0.65
openefm.csv,0.45,0.64,0.8,0.72,0.56,0.55
yarp0.csv,0.7,0.77,0.5,0.8,0.68,0.8
