,openefm.csv,jgnash.csv,yarp0.csv,mp-rechnungs-und-kundenverwaltung.csv,ingex.csv,ambulant.csv
ambulant.csv,0.36,0.15,0.21,0.31,0.39,0.66
ingex.csv,0.28,0.13,0.35,0.31,0.52,0.59
jgnash.csv,0.44,0.35,0.36,0.46,0.42,0.45
mp-rechnungs-und-kundenverwaltung.csv,0.41,0.17,0.8,0.42,0.53,0.6
openefm.csv,0.52,0.18,0.27,0.33,0.47,0.52
yarp0.csv,0.34,0.22,0.5,0.34,0.4,0.36
