,openefm.csv,jgnash.csv,yarp0.csv,mp-rechnungs-und-kundenverwaltung.csv,ingex.csv,ambulant.csv
ambulant.csv,0.57,0.41,0.41,0.55,0.59,0.72
ingex.csv,0.45,0.5,0.42,0.52,0.61,0.37
jgnash.csv,0.68,0.7,0.6,0.59,0.62,0.51
mp-rechnungs-und-kundenverwaltung.csv,0.51,0.4,0.29,0.57,0.61,0.42
openefm.csv,0.68,0.63,0.29,0.58,0.6,0.57
yarp0.csv,0.55,0.28,0.59,0.54,0.61,0.51
