,sabbu.csv,vxl.csv,jicarilla.csv,ossim.csv,zact.csv,optalgtoolkit.csv,projectts.csv,abbot.csv
abbot.csv,0.79,0.95,0.09,0.94,1.0,1.0,0.49,0.84
jicarilla.csv,0.07,0.0,0.91,0.0,0.0,0.0,0.03,0.55
optalgtoolkit.csv,0.5,0.54,0.58,0.75,0.29,0.63,0.51,0.95
ossim.csv,0.24,0.22,0.3,0.75,0.0,0.32,0.59,0.84
projectts.csv,0.03,0.08,0.06,0.44,0.14,0.63,0.54,0.02
sabbu.csv,0.74,0.62,0.12,0.69,0.86,0.11,0.49,0.11
vxl.csv,0.62,0.41,0.18,0.69,0.43,0.42,0.46,0.11
zact.csv,0.52,0.05,0.52,0.44,0.86,0.0,0.59,0.39
