,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,minig.csv,yarp.csv,lphant.csv,ftm.csv,jcache.csv
bloodycore.csv,0.21,0.61,0.78,1.0,0.62,0.2,0.37,0.43,0.45,0.0
flylegacy.csv,0.39,0.86,1.0,0.19,0.68,0.5,0.41,0.52,0.53,0.88
ftm.csv,0.5,0.89,0.78,0.17,0.67,0.62,0.54,0.47,0.98,0.59
jcache.csv,0.5,1.0,0.69,0.18,0.48,0.37,0.25,0.46,0.54,1.0
lphant.csv,0.48,0.56,0.81,0.18,0.73,0.49,0.44,1.0,0.48,0.64
minig.csv,0.51,0.44,0.8,0.18,0.69,0.96,0.48,0.8,0.52,0.79
mob-sen-plat.csv,0.4,1.0,0.67,0.08,0.47,0.24,0.57,0.32,0.44,0.78
raygina.csv,1.0,0.5,0.71,0.16,0.6,0.42,0.3,0.4,0.48,0.88
upp-mirror.csv,0.39,0.75,0.82,0.22,0.98,0.64,0.34,0.69,0.6,0.8
yarp.csv,0.35,0.75,0.76,0.23,0.74,0.33,1.0,0.47,0.57,0.3
