,sauerbraten.csv,oppna-program-hsatools.csv,mpgravity.csv,gretl.csv,ogre.csv,yarp.csv,openmsx.csv,doomlegacy.csv,gmerlin.csv,illumination.csv,open-ms.csv,elateportal.csv,sandiaportals.csv,zemljanka.csv,nativeclient.csv,natpad.csv
doomlegacy.csv,0.97,0.67,0.42,0.44,0.36,1.0,0.37,0.74,0.25,0.59,0.72,0.07,0.43,0.24,0.41,0.51
elateportal.csv,1.0,0.49,0.67,0.7,0.38,0.8,0.62,0.71,0.88,0.59,0.52,0.95,0.85,0.61,0.25,0.51
gmerlin.csv,0.9,1.0,0.0,0.0,0.0,1.0,0.29,0.0,0.59,0.82,0.0,1.0,1.0,0.0,0.04,0.98
gretl.csv,0.95,0.81,0.42,0.76,0.69,0.24,0.58,0.75,0.75,0.59,0.78,0.7,0.91,0.65,0.61,0.81
illumination.csv,0.03,0.86,0.0,0.0,0.0,0.76,0.05,0.0,0.06,0.82,0.0,1.0,0.45,0.0,0.11,0.93
mpgravity.csv,1.0,0.94,0.67,0.51,0.13,0.96,0.52,0.7,0.66,0.82,0.58,1.0,0.92,0.01,0.76,0.88
nativeclient.csv,0.69,0.58,0.83,0.6,0.42,0.32,0.26,0.59,0.38,0.53,0.76,0.09,0.64,0.44,0.67,0.6
natpad.csv,0.97,0.19,0.08,0.76,0.34,0.8,0.48,0.56,0.69,0.65,0.57,0.43,0.68,0.8,0.36,0.74
ogre.csv,0.08,0.87,0.92,0.51,0.95,0.16,0.52,0.85,0.72,0.76,0.78,1.0,0.66,0.31,0.84,0.72
open-ms.csv,0.18,0.5,0.67,0.22,0.46,0.2,0.14,0.76,0.59,0.47,0.52,0.61,0.19,0.15,0.18,0.12
openmsx.csv,0.03,0.64,0.25,0.07,0.78,0.96,0.52,0.65,0.44,0.47,0.51,0.23,0.75,0.0,0.18,0.09
oppna-program-hsatools.csv,0.31,0.86,0.92,0.72,0.74,0.24,0.29,0.88,0.66,0.59,0.94,0.25,0.7,0.6,0.95,0.86
sandiaportals.csv,1.0,0.41,0.33,0.62,0.13,0.96,0.43,0.28,0.41,0.41,0.58,0.0,0.79,0.46,0.49,0.72
sauerbraten.csv,0.74,0.69,1.0,1.0,1.0,0.44,0.95,1.0,1.0,0.88,0.98,0.95,1.0,0.99,1.0,1.0
yarp.csv,0.05,0.55,0.0,0.02,0.14,0.56,0.09,0.25,0.0,0.59,0.3,0.02,0.0,0.01,0.16,0.0
zemljanka.csv,0.82,0.98,0.0,0.65,0.74,0.92,0.75,0.8,0.62,0.94,0.76,0.95,0.58,0.81,0.78,0.84
