,unladen-swallow.csv,flylegacy.csv,gotjava.csv,novembre.csv,k3d.csv,qtwin.csv,empserver.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,acdk.csv,galaxium.csv,auber.csv,cortex-vfx.csv,duplicati.csv,linux-ntfs.csv,growl-for-windows.csv,tweetsharp.csv,libarchive.csv
acdk.csv,0.55,0.54,0.63,0.47,0.92,0.75,0.47,0.43,0.5,0.45,0.56,0.61,0.46,0.6,0.67,0.64,0.84,0.47,0.64
auber.csv,0.6,0.62,0.86,0.5,0.6,0.79,0.93,0.5,0.35,0.54,0.77,0.5,0.52,0.72,0.57,0.41,0.89,0.38,0.74
cortex-vfx.csv,0.65,0.67,0.98,0.71,0.77,0.81,0.74,0.75,0.52,0.59,0.63,0.73,0.75,0.88,0.61,0.65,0.75,0.83,0.91
empserver.csv,0.53,0.44,0.36,0.43,0.68,0.49,0.54,0.37,0.33,0.46,0.47,0.38,0.52,0.45,0.47,0.46,0.37,0.34,0.5
flylegacy.csv,0.49,0.38,0.93,0.44,0.66,0.59,0.75,0.41,0.48,0.61,0.52,0.44,0.52,0.48,0.65,0.42,0.53,0.43,0.7
galaxium.csv,0.6,0.65,0.96,0.83,0.96,0.99,0.65,0.44,0.69,0.89,0.61,0.62,0.94,0.96,0.6,0.7,0.83,0.89,0.76
growl-for-windows.csv,0.56,0.32,0.47,0.35,0.45,0.71,0.47,0.39,0.41,0.45,0.47,0.46,0.63,0.64,0.4,0.45,0.59,0.35,0.54
k3d.csv,0.85,0.94,0.96,0.86,0.96,1.0,0.9,0.88,0.9,0.9,0.8,0.91,0.95,0.95,0.67,0.8,0.5,0.89,0.79
libarchive.csv,0.45,0.35,0.44,0.57,0.54,0.63,0.67,0.67,0.71,0.58,0.47,0.52,0.65,0.76,0.58,0.43,0.53,0.62,0.55
linux-ntfs.csv,0.56,0.43,0.62,0.68,0.53,0.83,0.61,0.51,0.63,0.6,0.56,0.58,0.66,0.98,0.55,0.54,0.48,0.62,0.64
m-a-d-n-e-s-s.csv,0.54,0.56,0.98,0.7,0.95,0.52,0.88,0.82,0.59,0.67,0.57,0.94,0.92,0.73,0.57,0.78,0.82,0.8,0.79
novembre.csv,0.54,0.55,0.81,0.67,0.96,0.69,0.93,0.71,0.53,0.64,0.84,0.67,0.6,0.62,0.69,0.8,0.67,0.62,0.9
qtwin.csv,0.99,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
st-filteredstatistics.csv,0.42,0.38,0.59,0.33,0.45,0.54,0.42,0.38,0.33,0.44,0.43,0.41,0.42,0.53,0.39,0.37,0.54,0.32,0.5
tweetsharp.csv,0.57,0.7,0.56,0.54,0.75,0.57,0.81,0.56,0.33,0.51,0.55,0.7,0.54,0.51,0.5,0.44,0.61,0.47,0.61
unladen-swallow.csv,1.0,0.53,0.41,0.65,0.5,0.84,0.54,0.86,0.69,0.65,0.63,0.66,0.81,0.67,0.0,0.92,0.41,0.93,0.62
wishmaster.csv,1.0,0.83,0.92,0.75,0.93,1.0,0.0,0.92,0.5,0.5,0.9,0.94,0.8,0.83,0.75,0.0,0.75,0.75,0.0
