,unladen-swallow.csv,flylegacy.csv,gotjava.csv,novembre.csv,k3d.csv,qtwin.csv,empserver.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,acdk.csv,galaxium.csv,auber.csv,cortex-vfx.csv,duplicati.csv,linux-ntfs.csv,growl-for-windows.csv,tweetsharp.csv,libarchive.csv
acdk.csv,0.54,0.77,1.02,0.54,0.91,0.36,0.74,0.82,0.56,0.64,0.04,0.56,0.7,0.73,0.74,0.7,0.5,0.75,0.64
auber.csv,0.63,0.79,1.04,0.52,0.59,0.72,0.7,0.94,0.59,0.62,0.81,0.58,0.03,0.61,1.18,0.8,0.85,0.73,0.63
cortex-vfx.csv,0.59,0.82,1.01,0.77,0.81,0.37,0.67,0.81,0.49,0.58,0.55,0.58,0.8,0.08,0.69,0.51,0.51,0.7,0.76
empserver.csv,0.61,0.56,1.31,0.66,0.45,0.84,0.03,0.66,0.6,0.8,0.62,0.55,0.65,0.75,1.09,0.66,0.83,0.75,0.69
flylegacy.csv,0.57,0.05,1.02,0.89,0.57,0.51,0.92,0.9,0.6,0.59,0.51,0.45,0.75,0.56,0.71,0.73,0.72,0.78,0.62
galaxium.csv,0.53,0.7,0.15,0.83,0.91,1.0,0.59,0.72,0.7,0.8,0.5,0.03,0.82,0.92,0.74,0.7,0.9,0.88,0.65
growl-for-windows.csv,0.68,0.63,0.59,0.68,0.67,0.24,0.68,0.64,0.57,0.59,0.61,0.53,0.63,0.6,0.26,0.5,0.06,0.66,0.49
k3d.csv,0.72,0.77,1.0,0.81,0.17,0.68,0.94,0.94,0.81,0.76,1.0,0.83,0.82,0.84,0.95,0.89,1.01,0.88,0.66
libarchive.csv,0.47,0.74,0.61,0.57,0.85,0.3,0.58,0.66,0.67,0.53,0.42,0.55,0.62,0.68,0.55,0.51,0.72,0.76,0.03
linux-ntfs.csv,0.56,0.69,0.33,0.89,0.75,0.37,0.82,0.72,0.75,0.69,0.61,0.66,0.74,0.76,1.21,0.0,0.68,0.76,0.6
m-a-d-n-e-s-s.csv,0.51,0.69,1.01,0.68,0.91,0.31,0.9,0.87,0.68,0.04,0.49,0.9,0.84,0.7,0.64,0.78,0.46,0.91,0.71
novembre.csv,0.51,0.6,1.03,0.0,0.84,0.23,0.84,0.95,0.69,0.69,0.68,0.67,0.65,0.67,0.72,0.7,0.81,0.79,0.79
qtwin.csv,0.91,1.0,1.0,1.0,1.0,0.67,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
st-filteredstatistics.csv,0.51,0.72,1.05,0.73,0.73,0.53,0.83,0.62,0.0,0.57,0.52,0.52,0.55,0.62,1.05,0.66,0.61,0.79,0.42
tweetsharp.csv,0.83,0.67,1.17,0.62,0.52,0.75,0.76,0.8,0.86,0.71,0.44,0.53,0.76,0.72,0.41,0.72,0.75,0.14,0.63
unladen-swallow.csv,0.51,0.87,1.21,0.6,0.88,0.75,0.93,0.75,0.94,0.85,0.93,0.91,0.93,0.99,0.98,0.75,1.08,0.88,0.93
wishmaster.csv,0.85,0.92,1.0,1.0,0.97,0.68,1.0,0.14,0.98,0.96,0.96,0.93,0.97,0.99,0.93,1.0,0.89,0.9,1.0
