,unladen-swallow.csv,flylegacy.csv,gotjava.csv,novembre.csv,k3d.csv,qtwin.csv,empserver.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,acdk.csv,galaxium.csv,auber.csv,cortex-vfx.csv,duplicati.csv,linux-ntfs.csv,growl-for-windows.csv,tweetsharp.csv,libarchive.csv
acdk.csv,0.2,0.36,0.22,0.28,0.12,0.14,0.24,0.39,0.15,0.3,0.0,0.22,0.25,0.22,0.0,0.1,0.06,0.33,0.06
auber.csv,0.36,0.45,0.28,0.4,0.44,0.27,0.12,0.51,0.54,0.4,0.37,0.39,0.0,0.25,1.0,0.76,0.17,0.53,0.22
cortex-vfx.csv,0.2,0.41,0.13,0.25,0.35,0.15,0.27,0.21,0.15,0.32,0.16,0.28,0.45,0.01,0.0,0.28,0.33,0.4,0.4
empserver.csv,0.42,0.45,0.85,0.52,0.31,0.51,0.0,0.56,0.54,0.77,0.5,0.53,0.49,0.67,1.0,0.59,0.67,0.6,0.49
flylegacy.csv,0.52,0.05,0.18,0.8,0.28,0.48,0.03,0.9,0.31,0.2,0.42,0.32,0.64,0.5,0.0,0.69,0.28,0.47,0.19
galaxium.csv,0.21,0.14,0.15,0.22,0.11,0.08,0.21,0.33,0.08,0.07,0.15,0.0,0.07,0.07,0.0,0.07,0.11,0.2,0.21
growl-for-windows.csv,0.62,0.59,0.59,0.55,0.62,0.17,0.61,0.39,0.46,0.57,0.6,0.48,0.16,0.19,0.0,0.45,0.0,0.53,0.28
k3d.csv,0.13,0.09,0.05,0.1,0.0,0.11,0.21,0.11,0.15,0.07,0.02,0.06,0.16,0.04,0.0,0.07,0.11,0.2,0.1
libarchive.csv,0.4,0.73,0.61,0.32,0.52,0.25,0.15,0.16,0.08,0.35,0.34,0.34,0.25,0.32,0.0,0.28,0.28,0.27,0.01
linux-ntfs.csv,0.36,0.59,0.33,0.4,0.49,0.16,0.39,0.52,0.38,0.4,0.54,0.41,0.36,0.1,1.0,0.0,0.39,0.27,0.28
m-a-d-n-e-s-s.csv,0.21,0.18,0.11,0.12,0.11,0.31,0.12,0.15,0.23,0.0,0.1,0.16,0.02,0.18,0.0,0.1,0.11,0.07,0.0
novembre.csv,0.2,0.23,0.26,0.0,0.1,0.16,0.24,0.21,0.31,0.45,0.18,0.23,0.18,0.34,0.0,0.07,0.22,0.2,0.13
qtwin.csv,0.02,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
st-filteredstatistics.csv,0.45,0.59,0.31,0.72,0.59,0.41,0.64,0.51,0.0,0.37,0.48,0.48,0.36,0.39,1.0,0.59,0.56,0.67,0.24
tweetsharp.csv,0.81,0.32,0.6,0.48,0.3,0.73,0.3,0.62,0.85,0.67,0.39,0.28,0.62,0.68,0.0,0.69,0.67,0.13,0.44
unladen-swallow.csv,0.02,0.73,0.68,0.38,0.7,0.35,0.73,0.38,0.54,0.57,0.71,0.56,0.51,0.01,0.0,0.17,0.94,0.4,0.68
wishmaster.csv,0.07,0.05,0.03,0.1,0.08,0.12,0.0,0.0,0.08,0.02,0.02,0.16,0.05,0.02,0.0,0.0,0.0,0.0,0.0
