,unladen-swallow.csv,flylegacy.csv,gotjava.csv,novembre.csv,k3d.csv,qtwin.csv,empserver.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,acdk.csv,galaxium.csv,auber.csv,cortex-vfx.csv,duplicati.csv,linux-ntfs.csv,growl-for-windows.csv,tweetsharp.csv,libarchive.csv
acdk.csv,0.33,0.44,0.0,0.47,0.11,0.02,0.4,0.19,0.61,0.41,0.98,0.48,0.44,0.29,0.41,0.43,0.65,0.46,0.51
auber.csv,0.23,0.46,0.0,0.49,0.29,0.01,0.43,0.12,0.79,0.42,0.26,0.45,0.98,0.38,0.54,0.57,0.27,0.59,0.48
cortex-vfx.csv,0.3,0.4,0.0,0.28,0.16,0.02,0.47,0.2,0.68,0.46,0.51,0.45,0.4,0.94,0.47,0.61,0.69,0.55,0.37
empserver.csv,0.23,0.73,0.0,0.4,0.38,0.0,0.99,0.32,0.77,0.42,0.44,0.54,0.58,0.33,0.72,0.59,0.55,0.62,0.47
flylegacy.csv,0.26,0.99,0.0,0.32,0.32,0.01,0.15,0.32,0.61,0.46,0.51,0.55,0.56,0.42,0.45,0.61,0.45,0.49,0.49
galaxium.csv,0.33,0.47,0.03,0.22,0.11,0.0,0.54,0.26,0.46,0.29,0.55,0.99,0.29,0.12,0.41,0.44,0.19,0.24,0.46
growl-for-windows.csv,0.23,0.78,0.01,0.39,0.27,0.02,0.62,0.31,0.73,0.53,0.52,0.52,0.51,0.4,0.85,0.68,0.97,0.68,0.6
k3d.csv,0.25,0.37,0.0,0.27,0.91,0.01,0.13,0.09,0.33,0.34,0.0,0.26,0.29,0.24,0.1,0.19,0.0,0.24,0.47
libarchive.csv,0.31,0.82,0.01,0.44,0.15,0.02,0.56,0.34,0.49,0.49,0.58,0.47,0.53,0.32,0.62,0.61,0.45,0.41,0.98
linux-ntfs.csv,0.26,0.7,0.01,0.18,0.2,0.02,0.34,0.26,0.48,0.37,0.47,0.39,0.43,0.31,0.49,1.0,0.54,0.41,0.51
m-a-d-n-e-s-s.csv,0.34,0.48,0.0,0.4,0.12,0.02,0.18,0.16,0.5,0.98,0.59,0.15,0.28,0.33,0.53,0.34,0.69,0.17,0.44
novembre.csv,0.35,0.58,0.0,1.0,0.19,0.02,0.27,0.07,0.52,0.38,0.39,0.38,0.49,0.32,0.43,0.44,0.33,0.36,0.32
qtwin.csv,0.15,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
st-filteredstatistics.csv,0.3,0.65,0.0,0.48,0.23,0.01,0.46,0.33,1.0,0.46,0.54,0.53,0.62,0.35,0.81,0.59,0.74,0.63,0.66
tweetsharp.csv,0.2,0.54,0.0,0.42,0.34,0.01,0.39,0.24,0.78,0.45,0.57,0.49,0.54,0.37,0.74,0.63,0.67,0.96,0.51
unladen-swallow.csv,0.59,0.59,0.0,0.42,0.17,0.0,0.4,0.24,0.33,0.26,0.26,0.21,0.27,0.02,0.03,0.37,0.49,0.32,0.32
wishmaster.csv,0.19,0.14,0.0,0.0,0.04,0.01,0.0,0.92,0.05,0.07,0.07,0.12,0.06,0.02,0.13,0.0,0.2,0.17,0.0
