,unladen-swallow.csv,flylegacy.csv,gotjava.csv,novembre.csv,k3d.csv,qtwin.csv,empserver.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,acdk.csv,galaxium.csv,auber.csv,cortex-vfx.csv,duplicati.csv,linux-ntfs.csv,growl-for-windows.csv,tweetsharp.csv,libarchive.csv
acdk.csv,0.53,0.36,0.0,0.56,0.12,0.7,0.35,0.32,0.51,0.48,0.97,0.53,0.38,0.34,0.31,0.36,0.55,0.37,0.42
auber.csv,0.51,0.38,0.0,0.65,0.59,0.37,0.36,0.24,0.68,0.53,0.32,0.58,0.98,0.48,0.0,0.52,0.2,0.49,0.45
cortex-vfx.csv,0.48,0.32,0.0,0.31,0.31,0.7,0.43,0.25,0.58,0.55,0.52,0.52,0.37,0.93,0.36,0.6,0.62,0.46,0.38
empserver.csv,0.56,0.64,0.0,0.57,0.67,0.35,0.98,0.59,0.66,0.52,0.6,0.74,0.56,0.56,0.0,0.61,0.45,0.51,0.51
flylegacy.csv,0.67,0.99,0.0,0.43,0.53,0.74,0.1,0.35,0.52,0.48,0.68,0.69,0.53,0.68,0.34,0.59,0.37,0.4,0.45
galaxium.csv,0.55,0.37,0.97,0.23,0.12,0.0,0.48,0.4,0.36,0.24,0.56,0.98,0.21,0.1,0.31,0.36,0.13,0.17,0.43
growl-for-windows.csv,0.62,0.66,0.78,0.56,0.62,0.83,0.6,0.52,0.64,0.71,0.71,0.7,0.44,0.47,0.78,0.71,0.95,0.58,0.61
k3d.csv,0.33,0.28,0.0,0.24,0.86,0.38,0.1,0.09,0.25,0.28,0.0,0.2,0.22,0.19,0.06,0.15,0.0,0.17,0.4
libarchive.csv,0.71,0.6,0.76,0.55,0.35,0.81,0.49,0.41,0.38,0.61,0.73,0.59,0.47,0.44,0.51,0.6,0.37,0.33,0.98
linux-ntfs.csv,0.59,0.58,0.91,0.23,0.44,0.7,0.31,0.5,0.39,0.46,0.64,0.51,0.39,0.29,0.0,1.0,0.47,0.33,0.51
m-a-d-n-e-s-s.csv,0.57,0.37,0.0,0.38,0.12,0.92,0.13,0.17,0.4,0.97,0.57,0.13,0.19,0.36,0.41,0.27,0.6,0.12,0.34
novembre.csv,0.57,0.48,0.0,1.0,0.2,0.83,0.22,0.09,0.42,0.49,0.4,0.41,0.42,0.46,0.33,0.36,0.26,0.28,0.26
qtwin.csv,0.11,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
st-filteredstatistics.csv,0.72,0.54,0.0,0.64,0.53,0.65,0.44,0.6,1.0,0.57,0.74,0.72,0.59,0.54,0.0,0.61,0.66,0.5,0.67
tweetsharp.csv,0.49,0.45,0.0,0.58,0.59,0.59,0.35,0.47,0.43,0.6,0.75,0.57,0.5,0.61,0.64,0.61,0.56,0.96,0.55
unladen-swallow.csv,0.54,0.44,0.0,0.55,0.42,0.37,0.38,0.39,0.26,0.37,0.38,0.31,0.25,0.01,0.02,0.31,0.2,0.24,0.36
wishmaster.csv,0.19,0.1,0.0,0.0,0.04,0.38,0.0,0.88,0.04,0.05,0.05,0.11,0.04,0.01,0.09,0.0,0.13,0.12,0.0
