,ktc.csv,elmo.csv,neoengine.csv,zorannt.csv,vapor.csv,zscreen.csv,rosegarden.csv,nicepress.csv,etherboot.csv,gpac.csv,smarttag.csv,mbse.csv,gebr.csv,plplot.csv,omseek.csv,kml.csv,pcsx2.csv,wxjs.csv,gstreamer.csv,miranda.csv
elmo.csv,0.12,0.62,0.02,0.16,0.28,0.25,0.17,0.07,0.11,0.05,0.0,0.04,0.12,0.12,0.28,0.04,0.1,0.0,0.04,0.06
etherboot.csv,0.0,0.33,0.0,0.52,0.0,0.55,0.0,0.67,0.48,0.0,0.0,0.0,0.56,0.17,0.0,0.21,0.0,0.0,0.0,0.0
gebr.csv,0.48,0.63,0.62,0.64,0.48,0.61,0.65,0.05,0.52,0.53,0.0,0.33,0.68,0.56,0.33,0.67,0.4,0.33,0.33,0.21
gpac.csv,0.04,0.0,0.13,0.6,0.29,0.27,0.31,0.57,0.09,0.7,0.13,0.54,0.41,0.09,0.72,0.41,0.47,0.27,0.05,0.47
gstreamer.csv,0.65,0.6,0.66,0.62,0.67,0.67,0.68,0.6,0.49,0.41,0.13,0.62,0.6,0.46,0.61,0.69,0.67,0.57,0.7,0.52
kml.csv,0.66,0.42,0.65,0.64,0.6,0.68,0.69,0.55,0.52,0.17,0.0,0.75,0.63,0.61,0.59,0.79,0.7,0.43,0.3,0.24
ktc.csv,0.72,0.44,0.7,0.65,0.7,0.13,0.66,0.44,0.59,0.56,0.53,0.71,0.49,0.56,0.62,0.47,0.6,0.29,0.56,0.68
mbse.csv,0.64,0.64,0.52,0.7,0.54,0.43,0.62,0.46,0.43,0.5,0.25,0.64,0.55,0.49,0.6,0.46,0.59,0.57,0.43,0.66
miranda.csv,0.57,0.0,0.64,0.11,0.0,0.16,0.18,0.43,0.6,0.17,0.0,0.42,0.0,0.68,0.69,0.07,0.06,0.28,0.0,0.74
neoengine.csv,0.49,0.05,0.7,0.68,0.62,0.57,0.38,0.62,0.43,0.38,0.66,0.0,0.52,0.63,0.71,0.61,0.58,0.14,0.35,0.3
nicepress.csv,0.63,0.75,0.49,0.7,0.47,0.5,0.68,0.75,0.54,0.41,0.39,0.05,0.62,0.56,0.46,0.64,0.62,0.38,0.64,0.55
omseek.csv,0.36,0.0,0.11,0.16,0.28,0.0,0.22,0.07,0.21,0.05,0.39,0.07,0.19,0.12,0.64,0.07,0.29,0.43,0.12,0.35
pcsx2.csv,0.58,0.61,0.56,0.44,0.55,0.0,0.54,0.44,0.0,0.47,0.33,0.0,0.0,0.4,0.44,0.66,0.71,0.3,0.59,0.09
plplot.csv,0.58,0.44,0.6,0.4,0.58,0.53,0.63,0.63,0.5,0.17,0.3,0.0,0.59,0.68,0.63,0.57,0.4,0.37,0.21,0.57
rosegarden.csv,0.77,0.59,0.21,0.62,0.55,0.28,0.75,0.61,0.61,0.61,0.25,0.47,0.5,0.67,0.69,0.59,0.68,0.41,0.69,0.68
smarttag.csv,0.73,0.64,0.09,0.52,0.61,0.63,0.64,0.64,0.42,0.58,0.53,0.51,0.57,0.69,0.58,0.6,0.61,0.68,0.66,0.65
vapor.csv,0.66,0.0,0.31,0.55,0.63,0.11,0.61,0.17,0.36,0.32,0.29,0.45,0.0,0.28,0.53,0.04,0.34,0.0,0.57,0.67
wxjs.csv,0.01,0.0,0.04,0.0,0.0,0.16,0.0,0.04,0.0,0.02,0.0,0.0,0.0,0.06,0.04,0.07,0.02,0.95,0.02,0.0
zorannt.csv,0.44,0.6,0.25,0.68,0.43,0.51,0.18,0.23,0.06,0.5,0.58,0.55,0.18,0.28,0.54,0.67,0.42,0.61,0.58,0.57
zscreen.csv,0.73,0.23,0.63,0.63,0.71,0.69,0.63,0.63,0.58,0.62,0.69,0.68,0.59,0.64,0.74,0.49,0.64,0.43,0.47,0.42
