,etics.csv,badtrinity-zero.csv,mcore3d.csv,xbplayer.csv,kvs.csv,lcfizvtop.csv,modellus.csv,boost.csv,gusanos.csv,projecteqemu.csv,modplug.csv,pydev.csv,codepurge.csv,passwordsafe.csv,pixel-commandos.csv,elateportal.csv,sandiaportals.csv,factor.csv,uwom.csv
badtrinity-zero.csv,0.0,0.0,1.0,1.0,17.0,7.0,9.0,17.0,0.0,4.0,0.0,2.0,20.0,3.0,18.0,0.0,1.0,0.0,43.0
boost.csv,0.0,0.0,0.0,14.0,8.0,15.0,0.0,0.0,3.0,0.0,0.0,1.0,29.0,0.0,18.0,3.0,4.0,0.0,41.0
codepurge.csv,2.0,1.0,1.0,1.0,3.0,4.0,0.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0,5.0
elateportal.csv,15.0,0.0,0.0,7.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,12.0,34.0,4.0,45.0,0.0,1.0,3.0,34.0
etics.csv,0.0,2.0,0.0,11.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,18.0,1.0,70.0,0.0,16.0
factor.csv,2.0,1.0,0.0,2.0,95.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,158.0,94.0,0.0,70.0,0.0,0.0
gusanos.csv,5.0,2.0,0.0,4.0,1.0,7.0,4.0,1.0,0.0,2.0,1.0,10.0,17.0,3.0,34.0,0.0,1.0,0.0,4.0
kvs.csv,0.0,0.0,0.0,2.0,0.0,58.0,0.0,1.0,3.0,0.0,0.0,0.0,7.0,0.0,3.0,0.0,2.0,0.0,44.0
lcfizvtop.csv,0.0,2.0,0.0,3.0,6.0,0.0,1.0,2.0,0.0,4.0,1.0,2.0,0.0,5.0,94.0,2.0,3.0,0.0,4.0
mcore3d.csv,4.0,0.0,0.0,6.0,5.0,9.0,0.0,3.0,0.0,1.0,1.0,2.0,33.0,3.0,15.0,2.0,1.0,1.0,40.0
modellus.csv,0.0,0.0,1.0,10.0,6.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,15.0,0.0,19.0,1.0,2.0,0.0,36.0
modplug.csv,0.0,0.0,2.0,8.0,13.0,7.0,0.0,1.0,6.0,0.0,0.0,1.0,23.0,0.0,14.0,2.0,2.0,0.0,19.0
passwordsafe.csv,0.0,0.0,2.0,13.0,5.0,6.0,2.0,2.0,3.0,0.0,0.0,1.0,16.0,0.0,35.0,0.0,0.0,0.0,23.0
pixel-commandos.csv,0.0,0.0,0.0,132.0,95.0,58.0,171.0,396.0,0.0,0.0,0.0,104.0,168.0,0.0,0.0,0.0,70.0,0.0,1.0
projecteqemu.csv,1.0,1.0,0.0,10.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,7.0,1.0,2.0,49.0,0.0,0.0,2.0
pydev.csv,2.0,1.0,1.0,5.0,17.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,4.0,3.0
sandiaportals.csv,4.0,4.0,1.0,0.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,17.0,7.0,26.0,1.0,0.0,0.0,7.0
uwom.csv,0.0,2.0,0.0,1.0,4.0,3.0,4.0,0.0,1.0,0.0,0.0,1.0,7.0,2.0,4.0,1.0,4.0,0.0,0.0
xbplayer.csv,1.0,2.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,2.0,1.0,0.0,8.0,0.0,8.0,1.0,0.0,0.0,0.0
