,etics.csv,badtrinity-zero.csv,mcore3d.csv,xbplayer.csv,kvs.csv,lcfizvtop.csv,modellus.csv,boost.csv,gusanos.csv,projecteqemu.csv,modplug.csv,pydev.csv,codepurge.csv,passwordsafe.csv,pixel-commandos.csv,elateportal.csv,sandiaportals.csv,factor.csv,uwom.csv
badtrinity-zero.csv,0.92,1.0,0.52,0.19,0.55,0.64,0.44,0.31,0.25,0.72,0.53,0.61,0.62,0.67,1.0,0.34,0.49,0.68,0.65
boost.csv,0.69,0.58,0.61,0.62,0.7,0.45,0.76,0.94,0.7,0.89,0.58,0.61,0.62,0.67,0.75,0.91,0.94,0.88,0.77
codepurge.csv,0.23,0.34,0.05,0.45,0.05,0.09,0.01,0.05,0.25,0.19,0.31,0.25,0.92,0.19,0.0,0.18,0.11,0.05,0.25
elateportal.csv,0.46,0.57,0.32,0.88,0.1,0.73,0.38,0.54,0.51,0.25,0.75,0.42,0.75,0.39,0.5,1.0,0.89,0.05,0.75
etics.csv,0.85,0.24,0.4,0.69,0.35,0.36,0.21,0.5,0.19,0.22,0.56,0.39,0.33,0.33,0.25,0.02,0.0,0.2,0.31
factor.csv,0.15,0.06,0.01,0.07,0.0,0.09,0.01,0.02,0.01,0.08,0.04,0.22,0.04,0.0,0.0,0.02,0.0,1.0,0.03
gusanos.csv,0.77,0.62,0.56,0.86,0.75,0.64,0.62,0.86,0.97,0.56,0.71,0.72,0.83,0.61,0.75,0.39,0.32,0.66,0.75
kvs.csv,0.54,0.3,0.1,0.43,0.9,0.0,0.41,0.29,0.36,0.58,0.53,0.36,0.17,0.19,0.75,0.05,0.06,0.29,0.41
lcfizvtop.csv,0.62,0.2,0.17,0.31,0.3,0.91,0.37,0.54,0.39,0.14,0.2,0.47,0.29,0.3,0.0,0.23,0.15,0.98,0.22
mcore3d.csv,0.54,0.63,0.99,0.69,0.6,0.45,0.8,0.61,0.64,0.47,0.49,0.64,0.71,0.63,1.0,0.18,0.49,0.49,0.59
modellus.csv,0.31,0.22,0.42,0.55,0.3,0.18,0.98,0.22,0.48,0.31,0.36,0.58,0.5,0.25,0.25,0.09,0.42,0.2,0.29
modplug.csv,0.92,0.68,0.83,0.86,0.85,0.82,0.9,0.68,0.81,0.89,0.98,0.81,0.67,0.72,1.0,0.77,0.92,0.66,0.85
passwordsafe.csv,0.77,0.48,0.58,0.86,0.5,0.55,0.81,0.42,0.7,0.78,0.56,0.64,0.54,0.98,0.5,0.07,0.45,0.73,0.69
pixel-commandos.csv,0.08,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.04,0.22,0.09,0.0,0.0,0.02,0.75,0.02,0.0,0.02,0.04
projecteqemu.csv,0.54,0.33,0.19,0.45,0.1,0.27,0.24,0.26,0.15,1.0,0.33,0.22,0.25,0.39,0.25,0.0,0.09,0.15,0.34
pydev.csv,0.38,0.48,0.2,0.5,0.55,0.36,0.44,0.19,0.31,0.75,0.4,1.0,0.21,0.4,0.75,0.07,0.06,0.07,0.51
sandiaportals.csv,0.77,0.48,0.77,0.88,0.6,0.64,0.9,0.76,0.76,0.56,0.58,0.75,0.92,0.67,1.0,0.84,1.0,0.51,0.84
uwom.csv,0.85,0.38,0.4,0.19,0.45,0.27,0.62,0.22,0.19,0.69,0.45,0.47,0.08,0.68,1.0,0.55,0.89,0.59,0.97
xbplayer.csv,0.23,0.24,0.16,0.93,0.25,0.09,0.28,0.31,0.28,0.33,0.36,0.47,0.17,0.35,0.5,0.07,0.49,0.2,0.38
