,recall,precision,pf,pci_20,ifa,wins
atomsite.csv,0.49,0.54,0.295,0.52,2.5,11
baadengine.csv,0.955,0.38,0.81,0.375,2.0,1
chaosrts.csv,0.425,0.545,0.28500000000000003,0.495,3.5,9
chaperon.csv,0.48,0.385,0.42000000000000004,0.62,3.0,6
empyrean.csv,0.0,0.0,0.0,0.0,72.0,0
hydrate.csv,0.51,0.4,0.345,0.46499999999999997,1.5,4
jaxlib.csv,0.305,0.44,0.185,0.66,2.0,10
joustsim.csv,0.825,0.47000000000000003,0.59,0.49,2.5,8
loki-lib.csv,0.485,0.495,0.375,0.49,2.0,7
owlapi.csv,0.33999999999999997,0.385,0.33499999999999996,0.66,5.0,5
pamguard.csv,0.705,0.39,0.62,0.485,6.5,2
poormans.csv,0.43999999999999995,0.45999999999999996,0.32,0.41000000000000003,1.0,3
