,baadengine.csv,empyrean.csv,atomsite.csv,pamguard.csv,jaxlib.csv,chaperon.csv,owlapi.csv,joustsim.csv,loki-lib.csv,poormans.csv,chaosrts.csv,hydrate.csv
atomsite.csv,0.17,0.37,0.35,0.24,0.23,0.75,0.2,0.95,0.13,0.78,0.63,0.21
baadengine.csv,0.17,0.97,0.87,0.85,0.96,0.38,0.77,0.43,1.0,0.45,0.47,0.95
chaosrts.csv,0.15,0.45,0.15,0.36,0.52,0.4,0.22,0.27,0.3,0.19,0.11,0.79
chaperon.csv,0.39,0.26,0.5,0.61,0.6,0.1,0.45,0.17,0.67,0.55,0.26,0.32
empyrean.csv,0.0,0.24,0.0,0.0,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0
hydrate.csv,0.27,0.11,0.54,0.91,0.83,0.23,0.42,0.2,0.07,0.51,0.42,0.26
jaxlib.csv,0.16,0.34,0.07,0.21,0.06,0.73,0.14,0.83,0.26,0.15,0.58,0.16
joustsim.csv,0.49,0.74,0.96,0.48,0.46,0.31,0.78,0.13,0.98,0.69,0.16,0.74
loki-lib.csv,0.05,0.5,0.33,0.15,0.48,0.31,0.47,0.92,0.28,0.38,0.37,0.58
owlapi.csv,0.63,0.45,0.17,0.3,0.42,0.35,0.24,0.13,0.28,0.46,0.42,0.32
pamguard.csv,0.62,0.58,0.52,0.45,0.62,0.75,0.79,0.95,0.46,0.9,0.89,0.53
poormans.csv,0.37,0.0,0.28,0.67,0.92,0.06,0.36,0.25,0.0,0.19,0.47,0.58
