,google-collections.csv,forester-atv.csv,mediate.csv,st-filteredstatistics.csv,projectfactory.csv,geotools.csv,l2j.csv,thedata.csv
forester-atv.csv,0.65,0.73,0.1,0.23,0.15,0.31,0.18,0.0
geotools.csv,0.84,0.73,0.18,0.82,0.33,0.66,0.24,0.75
google-collections.csv,0.81,0.96,1.0,1.0,1.0,1.0,1.0,1.0
l2j.csv,0.16,1.0,1.0,0.38,0.87,0.46,0.76,0.25
mediate.csv,0.44,0.77,0.69,0.41,0.33,0.28,0.49,0.0
projectfactory.csv,0.16,0.62,0.72,0.49,0.59,0.62,0.35,0.5
st-filteredstatistics.csv,0.52,0.62,1.0,0.85,0.95,0.8,0.68,1.0
thedata.csv,0.79,0.81,0.77,0.87,0.92,0.54,0.85,1.0
