,google-collections.csv,forester-atv.csv,mediate.csv,st-filteredstatistics.csv,projectfactory.csv,geotools.csv,l2j.csv,thedata.csv
forester-atv.csv,0.78,0.63,0.18,0.34,0.24,0.32,0.29,0.0
geotools.csv,0.91,0.56,0.27,0.78,0.4,0.54,0.36,0.12
google-collections.csv,0.9,0.55,0.72,0.86,0.64,0.44,0.84,0.11
l2j.csv,0.28,0.57,0.74,0.51,0.63,0.38,0.8,0.06
mediate.csv,0.6,0.49,0.68,0.52,0.41,0.25,0.6,0.0
projectfactory.csv,0.28,0.56,0.64,0.62,0.57,0.49,0.49,0.21
st-filteredstatistics.csv,0.69,0.44,0.72,0.89,0.62,0.46,0.73,0.13
thedata.csv,0.87,0.64,0.64,0.81,0.65,0.36,0.8,0.62
