,kwave.csv,atlc.csv,theresa.csv,thrust.csv,yaprm.csv,tktoolkit.csv,iaml.csv,cubefs.csv,rtrt-on-gpu.csv,bwapi.csv,xstore.csv,freewrl.csv,jrdf.csv,oscarmcmaster.csv,arm-webradio.csv
arm-webradio.csv,0.19,0.27,1.0,0.0,0.43,0.26,0.32,0.43,0.1,0.22,0.43,0.3,0.0,0.53,1.0
atlc.csv,0.69,1.0,1.0,0.24,0.76,0.65,0.39,0.77,0.6,0.5,0.83,0.78,0.8,0.79,0.63
bwapi.csv,0.88,0.9,1.0,0.88,0.95,1.0,0.33,0.4,0.7,1.0,0.63,0.11,0.6,0.62,0.63
cubefs.csv,0.38,0.9,0.67,0.35,0.49,0.96,0.49,0.99,0.5,0.27,0.41,0.37,0.47,0.47,0.8
freewrl.csv,0.44,0.17,0.33,0.29,0.27,0.3,0.49,0.44,0.3,0.16,0.37,0.93,0.2,0.17,0.23
iaml.csv,0.62,1.0,0.33,0.0,0.43,0.96,0.99,0.12,0.3,0.34,0.54,0.33,0.47,0.4,0.6
jrdf.csv,0.5,1.0,0.0,0.0,0.11,1.0,0.22,0.25,0.6,0.05,0.17,0.15,0.93,0.4,0.49
kwave.csv,0.88,0.78,0.67,0.0,0.32,0.83,0.26,0.32,0.2,0.1,0.52,0.07,0.6,0.4,0.77
oscarmcmaster.csv,0.31,0.02,0.33,0.0,0.14,0.13,0.21,0.52,0.1,0.03,0.09,0.67,0.2,0.89,0.54
rtrt-on-gpu.csv,0.19,0.24,0.33,0.12,0.24,0.22,0.14,0.04,0.8,0.2,0.17,0.15,0.27,0.23,0.31
theresa.csv,0.0,0.0,1.0,0.0,0.0,0.0,0.01,0.0,0.0,0.03,0.04,0.0,0.0,0.0,0.06
thrust.csv,0.31,0.29,0.0,0.94,0.22,0.3,0.48,0.14,0.5,0.33,0.22,0.19,0.2,0.26,0.03
tktoolkit.csv,0.56,0.15,0.33,0.76,0.41,0.96,0.71,0.64,0.5,0.19,0.37,0.89,0.47,0.36,0.09
xstore.csv,0.31,0.17,0.67,0.29,0.43,0.3,0.39,0.62,0.2,0.47,1.0,0.48,0.4,0.51,0.71
yaprm.csv,0.12,0.02,0.33,0.53,0.92,0.0,0.21,0.17,0.4,0.05,0.2,0.26,0.4,0.13,0.23
