,kwave.csv,atlc.csv,theresa.csv,thrust.csv,yaprm.csv,tktoolkit.csv,iaml.csv,cubefs.csv,rtrt-on-gpu.csv,bwapi.csv,xstore.csv,freewrl.csv,jrdf.csv,oscarmcmaster.csv,arm-webradio.csv
arm-webradio.csv,0.23,0.31,0.94,0.0,0.46,0.3,0.37,0.46,0.12,0.25,0.47,0.33,0.0,0.56,1.0
atlc.csv,0.62,1.0,0.87,0.28,0.61,0.51,0.41,0.6,0.58,0.51,0.71,0.64,0.52,0.6,0.62
bwapi.csv,0.5,0.48,0.61,0.54,0.51,0.13,0.36,0.45,0.5,1.0,0.53,0.13,0.55,0.6,0.48
cubefs.csv,0.42,0.35,0.56,0.38,0.51,0.09,0.47,0.99,0.47,0.31,0.45,0.41,0.5,0.5,0.72
freewrl.csv,0.48,0.2,0.37,0.34,0.31,0.34,0.51,0.47,0.34,0.19,0.41,0.94,0.24,0.2,0.27
iaml.csv,0.59,0.13,0.36,0.0,0.43,0.09,0.99,0.15,0.34,0.38,0.57,0.37,0.48,0.42,0.63
jrdf.csv,0.53,0.0,0.0,0.0,0.13,0.13,0.25,0.29,0.62,0.06,0.2,0.18,0.94,0.43,0.52
kwave.csv,0.9,0.72,0.62,0.0,0.36,0.44,0.3,0.36,0.22,0.12,0.54,0.09,0.64,0.43,0.71
oscarmcmaster.csv,0.36,0.02,0.38,0.0,0.17,0.16,0.24,0.4,0.12,0.04,0.11,0.58,0.24,0.91,0.37
rtrt-on-gpu.csv,0.22,0.28,0.38,0.15,0.28,0.26,0.17,0.05,0.83,0.23,0.2,0.18,0.31,0.27,0.33
theresa.csv,0.0,0.0,1.0,0.0,0.0,0.0,0.01,0.0,0.0,0.04,0.05,0.0,0.0,0.0,0.07
thrust.csv,0.34,0.33,0.0,0.95,0.26,0.34,0.5,0.17,0.53,0.38,0.25,0.22,0.24,0.3,0.04
tktoolkit.csv,0.52,0.18,0.36,0.5,0.45,0.97,0.6,0.53,0.52,0.22,0.38,0.17,0.49,0.39,0.11
xstore.csv,0.35,0.2,0.66,0.33,0.45,0.34,0.41,0.56,0.23,0.49,1.0,0.51,0.43,0.51,0.71
yaprm.csv,0.14,0.02,0.37,0.46,0.93,0.0,0.25,0.2,0.45,0.06,0.24,0.3,0.42,0.16,0.27
