,kwave.csv,atlc.csv,theresa.csv,thrust.csv,yaprm.csv,tktoolkit.csv,iaml.csv,cubefs.csv,rtrt-on-gpu.csv,bwapi.csv,xstore.csv,freewrl.csv,jrdf.csv,oscarmcmaster.csv,arm-webradio.csv
arm-webradio.csv,0.22,0.39,0.33,0.0,0.47,0.24,0.45,0.55,0.1,0.33,0.53,0.36,0.0,0.44,1.0
atlc.csv,0.37,1.0,0.22,0.26,0.62,0.2,0.45,0.74,0.3,0.61,0.72,0.67,0.33,0.36,0.45
bwapi.csv,0.37,0.73,0.14,0.43,0.68,0.23,0.39,0.54,0.26,1.0,0.56,0.18,0.31,0.36,0.34
cubefs.csv,0.35,0.71,0.11,0.3,0.51,0.22,0.51,0.99,0.22,0.42,0.52,0.48,0.33,0.33,0.5
freewrl.csv,0.36,0.28,0.09,0.38,0.34,0.25,0.55,0.55,0.22,0.25,0.44,0.96,0.23,0.13,0.31
iaml.csv,0.37,0.75,0.08,0.0,0.43,0.22,0.99,0.2,0.24,0.47,0.62,0.41,0.27,0.26,0.57
jrdf.csv,0.4,0.74,0.0,0.0,0.16,0.23,0.3,0.4,0.4,0.09,0.26,0.23,0.97,0.28,0.4
kwave.csv,0.93,0.74,0.13,0.0,0.41,0.22,0.36,0.46,0.1,0.16,0.57,0.14,0.53,0.27,0.51
oscarmcmaster.csv,0.37,0.05,0.25,0.0,0.21,0.13,0.29,0.56,0.14,0.06,0.13,0.6,0.27,0.94,0.28
rtrt-on-gpu.csv,0.12,0.36,0.4,0.17,0.37,0.24,0.22,0.07,0.89,0.31,0.26,0.25,0.22,0.22,0.23
theresa.csv,0.0,0.0,1.0,0.0,0.0,0.0,0.03,0.0,0.0,0.06,0.08,0.0,0.0,0.0,0.11
thrust.csv,0.21,0.41,0.0,0.94,0.31,0.25,0.53,0.23,0.36,0.49,0.27,0.25,0.24,0.22,0.04
tktoolkit.csv,0.31,0.23,0.08,0.39,0.48,0.98,0.66,0.66,0.3,0.29,0.39,0.65,0.3,0.23,0.09
xstore.csv,0.29,0.29,0.17,0.29,0.46,0.22,0.44,0.66,0.15,0.59,1.0,0.54,0.29,0.31,0.56
yaprm.csv,0.11,0.05,0.15,0.31,0.96,0.0,0.31,0.27,0.53,0.09,0.31,0.34,0.24,0.14,0.23
