,lsb.csv,mcore3d.csv,yield.csv,maya-work-in-progress.csv,mscore.csv,hydrogen.csv,xemeiah.csv,virtuoso.csv,enzo.csv,xined.csv,lphant.csv,salasaga.csv,keyczar.csv,xtreemfs.csv,autowikibrowser.csv,rocrail.csv,natpad.csv
autowikibrowser.csv,0.55,0.57,0.5,0.59,0.42,0.52,0.44,0.4,0.42,0.38,0.53,0.66,0.42,0.51,0.47,0.34,0.42
enzo.csv,0.68,0.47,0.46,0.5,0.42,0.52,0.41,0.36,0.4,0.38,0.43,0.56,0.41,0.44,0.5,0.39,0.38
hydrogen.csv,0.75,0.95,0.82,0.94,0.76,0.8,0.76,0.47,0.87,0.83,0.91,0.95,0.8,0.85,0.79,0.45,0.57
keyczar.csv,0.88,0.43,0.43,0.44,0.43,0.49,0.43,0.64,0.4,0.5,0.37,0.46,0.43,0.35,0.45,0.47,0.44
lphant.csv,0.67,0.55,0.55,0.62,0.44,0.7,0.49,0.32,0.49,0.41,0.5,0.6,0.47,0.49,0.45,0.4,0.43
lsb.csv,0.54,0.49,0.56,0.53,0.45,0.63,0.51,0.37,0.45,0.36,0.52,0.44,0.57,0.49,0.49,0.34,0.35
maya-work-in-progress.csv,0.72,0.41,0.48,0.5,0.38,0.49,0.44,0.43,0.41,0.33,0.33,0.39,0.37,0.31,0.35,0.35,0.38
mcore3d.csv,0.78,0.46,0.51,0.55,0.61,0.5,0.55,0.57,0.5,0.42,0.39,0.44,0.58,0.46,0.39,0.56,0.38
mscore.csv,0.81,0.48,0.62,0.68,0.46,0.53,0.49,0.42,0.51,0.34,0.39,0.51,0.61,0.44,0.45,0.41,0.39
natpad.csv,0.57,0.62,0.6,0.77,0.49,0.64,0.58,0.41,0.57,0.5,0.91,0.43,0.57,0.37,0.77,0.63,0.57
rocrail.csv,0.0,0.96,0.79,0.67,0.72,0.69,0.74,0.56,0.92,0.78,0.88,0.72,0.8,0.98,0.78,0.68,0.54
salasaga.csv,0.61,0.59,0.62,0.48,0.5,0.65,0.56,0.52,0.58,0.71,0.73,0.88,0.49,0.43,0.58,0.52,0.62
virtuoso.csv,0.55,0.42,0.46,0.46,0.41,0.55,0.45,0.89,0.43,0.58,0.35,0.48,0.83,0.31,0.41,0.43,0.42
xemeiah.csv,0.68,0.57,0.67,0.75,0.57,0.74,0.61,0.4,0.58,0.48,0.88,0.63,0.75,0.65,0.56,0.4,0.44
xined.csv,0.92,0.96,0.96,0.95,0.97,0.85,0.97,0.92,0.9,0.9,0.8,0.92,0.75,0.69,0.9,0.66,0.67
xtreemfs.csv,0.98,0.49,0.47,0.62,0.5,0.5,0.49,0.43,0.66,0.38,0.38,0.53,0.58,0.34,0.44,0.41,0.44
yield.csv,0.81,0.42,0.51,0.47,0.4,0.57,0.45,0.33,0.46,0.39,0.38,0.46,0.48,0.34,0.33,0.43,0.46
