,lsb.csv,mcore3d.csv,yield.csv,maya-work-in-progress.csv,mscore.csv,hydrogen.csv,xemeiah.csv,virtuoso.csv,enzo.csv,xined.csv,lphant.csv,salasaga.csv,keyczar.csv,xtreemfs.csv,autowikibrowser.csv,rocrail.csv,natpad.csv
autowikibrowser.csv,0.63,0.31,0.49,0.46,0.58,0.6,0.59,0.62,0.57,0.43,0.63,0.41,0.43,0.48,0.98,0.82,0.59
enzo.csv,0.38,0.56,0.67,0.66,0.61,0.7,0.61,0.62,0.97,0.52,0.61,0.23,0.7,0.47,0.53,0.77,0.64
hydrogen.csv,0.11,0.12,0.25,0.22,0.3,0.95,0.32,0.54,0.26,0.24,0.21,0.21,0.1,0.23,0.31,0.62,0.45
keyczar.csv,0.28,0.56,0.61,0.7,0.62,0.61,0.5,0.34,0.77,0.42,0.56,0.66,0.97,0.73,0.64,0.59,0.62
lphant.csv,0.51,0.49,0.68,0.46,0.56,0.63,0.64,0.69,0.45,0.74,0.93,0.62,0.36,0.51,0.67,0.76,0.67
lsb.csv,0.77,0.47,0.52,0.55,0.58,0.67,0.51,0.65,0.59,0.75,0.57,0.78,0.37,0.51,0.7,0.83,0.66
maya-work-in-progress.csv,0.23,0.57,0.69,0.95,0.69,0.77,0.69,0.4,0.49,0.64,0.66,0.76,0.54,0.65,0.62,0.68,0.68
mcore3d.csv,0.61,0.98,0.66,0.57,0.4,0.6,0.49,0.46,0.48,0.48,0.61,0.75,0.35,0.52,0.65,0.47,0.65
mscore.csv,0.3,0.59,0.56,0.48,0.98,0.74,0.66,0.63,0.5,0.72,0.59,0.68,0.38,0.64,0.64,0.69,0.75
natpad.csv,0.32,0.45,0.53,0.46,0.54,0.72,0.63,0.49,0.44,0.52,0.17,0.5,0.29,0.74,0.34,0.48,0.98
rocrail.csv,0.02,0.18,0.28,0.07,0.29,0.43,0.29,0.49,0.16,0.34,0.31,0.29,0.1,0.15,0.34,1.0,0.45
salasaga.csv,0.41,0.38,0.35,0.17,0.3,0.33,0.44,0.53,0.55,0.49,0.29,0.94,0.4,0.19,0.42,0.37,0.46
virtuoso.csv,0.0,0.27,0.17,0.0,0.21,0.66,0.21,0.86,0.0,0.7,0.0,0.57,0.31,0.27,0.24,0.09,0.4
xemeiah.csv,0.62,0.4,0.51,0.15,0.39,0.49,0.94,0.64,0.38,0.52,0.37,0.44,0.18,0.31,0.53,0.72,0.62
xined.csv,0.38,0.12,0.2,0.25,0.25,0.47,0.26,0.17,0.1,1.0,0.11,0.4,0.07,0.39,0.11,0.49,0.51
xtreemfs.csv,0.11,0.49,0.68,0.57,0.54,0.79,0.68,0.59,0.31,0.57,0.61,0.45,0.51,0.99,0.6,0.74,0.61
yield.csv,0.28,0.68,0.98,0.65,0.66,0.63,0.72,0.71,0.6,0.27,0.56,0.65,0.59,0.66,0.73,0.58,0.61
