,lsb.csv,mcore3d.csv,yield.csv,maya-work-in-progress.csv,mscore.csv,hydrogen.csv,xemeiah.csv,virtuoso.csv,enzo.csv,xined.csv,lphant.csv,salasaga.csv,keyczar.csv,xtreemfs.csv,autowikibrowser.csv,rocrail.csv,natpad.csv
autowikibrowser.csv,0.42,0.76,0.57,0.6,0.51,0.45,0.52,0.55,0.49,0.72,0.43,0.67,0.63,0.66,0.02,0.34,0.49
enzo.csv,0.94,0.59,0.57,0.53,0.7,0.51,0.67,0.65,0.12,0.76,0.69,0.96,0.48,0.85,0.75,0.6,0.61
hydrogen.csv,0.91,0.92,0.82,0.84,0.74,0.06,0.73,0.56,0.79,0.81,0.85,0.83,0.92,0.81,0.76,0.47,0.61
keyczar.csv,0.77,0.68,0.64,0.63,0.68,0.57,0.74,0.83,0.33,0.79,0.76,0.68,0.04,0.57,0.58,0.67,0.61
lphant.csv,0.73,0.76,0.43,0.6,0.53,0.61,0.48,0.58,0.62,0.49,0.09,0.62,0.7,0.6,0.47,0.55,0.55
lsb.csv,0.27,0.65,0.62,0.5,0.57,0.63,0.56,0.56,0.48,0.44,0.56,0.46,0.75,0.72,0.42,0.44,0.51
maya-work-in-progress.csv,0.9,0.66,0.61,0.06,0.57,0.51,0.57,0.85,0.83,0.68,0.62,0.41,0.58,0.72,0.69,0.7,0.61
mcore3d.csv,0.56,0.02,0.56,0.69,0.66,0.47,0.61,0.66,0.59,0.84,0.72,0.62,0.94,0.75,0.63,0.68,0.49
mscore.csv,0.84,0.64,0.51,0.61,0.03,0.4,0.56,0.71,0.56,0.61,0.72,0.67,0.68,0.51,0.53,0.52,0.44
natpad.csv,0.92,0.79,0.62,0.59,0.52,0.6,0.64,0.83,0.88,0.64,0.9,0.59,0.76,0.52,0.74,0.63,0.02
rocrail.csv,0.98,0.86,0.76,0.94,0.75,0.63,0.75,0.58,0.87,0.71,0.73,0.76,0.92,0.88,0.73,0.0,0.62
salasaga.csv,0.88,0.95,0.98,0.96,0.94,1.01,0.88,0.79,0.76,0.73,0.95,0.07,0.88,1.02,0.89,0.94,0.84
virtuoso.csv,1.0,0.93,0.96,1.0,0.95,0.7,0.95,0.17,1.0,0.41,1.0,0.78,0.93,0.93,0.95,0.97,0.88
xemeiah.csv,0.52,0.7,0.54,0.88,0.67,0.58,0.07,0.52,0.82,0.62,0.68,0.62,0.86,0.78,0.53,0.42,0.44
xined.csv,0.83,0.93,0.86,0.84,0.8,0.65,0.8,0.86,0.93,0.0,0.91,0.73,0.94,0.75,0.92,0.61,0.77
xtreemfs.csv,0.95,0.67,0.5,0.51,0.56,0.35,0.5,0.65,0.74,0.67,0.69,0.72,0.72,0.02,0.58,0.43,0.49
yield.csv,0.82,0.57,0.02,0.63,0.65,0.67,0.5,0.65,0.68,0.94,0.79,0.72,0.75,0.67,0.6,0.77,0.74
