,gpsmid.csv,emftriple.csv,fluent-nhibernate.csv,columba.csv
columba.csv,0.71,0.09,1.0,0.71
emftriple.csv,0.14,1.0,0.06,0.25
fluent-nhibernate.csv,0.76,0.0,0.94,0.35
gpsmid.csv,0.8,1.0,0.88,0.65
