,gpsmid.csv,emftriple.csv,fluent-nhibernate.csv,columba.csv
columba.csv,1.0,21.0,23.0,2.0
emftriple.csv,1.0,2.0,34.0,5.0
fluent-nhibernate.csv,0.0,150.0,3.0,1.0
gpsmid.csv,0.0,39.0,7.0,1.0
