,extprosys.csv,codeblocks.csv,qcad2.csv,fluidium.csv,haphazard.csv,silvertree.csv
codeblocks.csv,0.4,0.79,0.62,1.0,0.15,0.88
extprosys.csv,0.57,0.65,0.65,0.0,0.46,0.48
fluidium.csv,0.02,0.0,0.0,0.67,0.0,0.0
haphazard.csv,0.45,0.59,0.38,0.38,0.54,0.48
qcad2.csv,0.13,0.25,0.73,0.57,0.62,0.52
silvertree.csv,0.47,0.59,0.83,1.0,0.92,0.72
