,arianne.csv,qgis.csv,bl-toolkit.csv,phonon-vlc-mplayer.csv,arcallians.csv,aztec.csv,openxava.csv,mbse.csv,vars-redux.csv,clamav.csv,gnupdate.csv,alsa.csv,yafdotnet.csv,ns-3-dev-def-routing.csv,mplayer-ce.csv,biopax.csv,crux-framework.csv,xamj.csv,ng4j.csv,jmule.csv
alsa.csv,0.55,0.49,0.61,0.69,0.59,0.65,0.48,0.37,0.37,0.54,0.5,0.51,0.44,0.46,0.37,0.57,0.42,0.46,0.8,0.83
arcallians.csv,0.51,0.45,0.49,0.66,0.6,0.43,0.49,0.61,0.42,0.57,0.85,0.7,0.41,0.47,0.6,0.42,0.44,0.55,0.59,0.83
arianne.csv,0.48,0.42,0.42,0.5,0.48,0.55,0.48,0.36,0.37,0.4,0.46,0.38,0.35,0.4,0.37,0.44,0.43,0.46,0.44,0.38
aztec.csv,0.8,0.49,0.82,0.97,0.51,0.83,0.42,0.5,0.57,0.48,0.49,0.5,0.97,0.57,0.39,0.67,0.49,0.51,0.6,0.48
biopax.csv,0.38,0.39,0.42,0.48,0.51,0.43,0.48,0.36,0.35,0.38,0.45,0.39,0.35,0.38,0.37,0.53,0.42,0.47,0.41,0.32
bl-toolkit.csv,0.4,0.47,0.48,0.6,0.48,0.45,0.37,0.36,0.39,0.39,0.46,0.38,0.36,0.62,0.37,0.53,0.52,0.49,0.4,0.36
clamav.csv,0.39,0.4,0.48,0.41,0.38,0.41,0.46,0.34,0.44,0.43,0.36,0.36,0.44,0.37,0.39,0.6,0.36,0.47,0.41,0.33
crux-framework.csv,0.71,0.97,0.83,0.77,0.94,0.45,0.67,0.78,0.94,0.69,0.43,0.44,0.97,0.82,0.44,0.8,0.88,0.91,0.69,0.82
gnupdate.csv,0.56,0.47,0.8,0.63,0.49,0.45,0.88,0.95,0.38,0.56,0.7,0.61,0.4,0.62,0.98,0.68,0.52,0.63,0.51,0.3
jmule.csv,0.47,0.44,0.5,0.76,0.51,0.89,0.46,0.36,0.35,0.57,0.56,0.51,0.42,0.45,0.37,0.52,0.39,0.46,0.61,0.48
mbse.csv,0.49,0.48,0.8,0.49,0.49,0.45,0.4,0.49,0.39,0.48,0.52,0.41,0.41,0.48,0.44,0.72,0.43,0.54,0.45,0.33
mplayer-ce.csv,0.55,0.41,0.55,0.5,0.47,0.81,0.53,0.84,0.4,0.83,0.51,0.49,0.69,0.4,0.54,0.63,0.47,0.48,0.62,0.45
ng4j.csv,0.66,0.55,0.59,0.78,0.53,0.8,0.52,0.79,0.41,0.86,0.61,0.69,0.48,0.53,0.51,0.69,0.47,0.52,0.72,0.61
ns-3-dev-def-routing.csv,0.79,0.96,0.6,0.91,0.61,0.98,0.92,0.37,0.95,0.57,0.53,0.56,0.67,0.59,0.42,0.8,0.64,0.79,0.77,0.5
openxava.csv,0.64,0.48,0.83,0.6,0.87,0.43,0.4,0.96,0.47,0.38,0.47,0.57,0.59,0.74,0.8,0.93,0.47,0.84,0.57,0.33
phonon-vlc-mplayer.csv,0.97,0.56,0.52,0.86,0.56,0.93,0.5,0.62,0.51,0.88,0.65,0.54,0.52,0.52,0.55,0.66,0.41,0.56,0.89,0.0
qgis.csv,0.76,0.5,0.79,0.7,0.73,0.94,0.51,0.0,0.52,0.83,0.0,0.0,0.5,0.5,0.0,0.64,0.62,0.81,0.82,0.0
vars-redux.csv,0.46,0.4,0.42,0.44,0.39,0.51,0.35,0.36,0.44,0.37,0.39,0.4,0.48,0.4,0.34,0.67,0.36,0.48,0.53,0.38
xamj.csv,0.4,0.41,0.43,0.45,0.32,0.43,0.38,0.35,0.4,0.46,0.89,0.5,0.57,0.39,0.54,0.56,0.34,0.48,0.43,0.33
yafdotnet.csv,0.41,0.38,0.6,0.39,0.29,0.36,0.34,0.37,0.39,0.75,0.57,0.48,0.47,0.36,0.48,0.51,0.4,0.5,0.46,0.35
