,arianne.csv,qgis.csv,bl-toolkit.csv,phonon-vlc-mplayer.csv,arcallians.csv,aztec.csv,openxava.csv,mbse.csv,vars-redux.csv,clamav.csv,gnupdate.csv,alsa.csv,yafdotnet.csv,ns-3-dev-def-routing.csv,mplayer-ce.csv,biopax.csv,crux-framework.csv,xamj.csv,ng4j.csv,jmule.csv
alsa.csv,0.35,0.35,0.23,0.29,0.32,0.36,1.0,0.93,0.79,0.42,0.63,0.45,0.51,0.54,1.0,0.15,0.8,1.0,0.2,0.1
arcallians.csv,0.58,0.56,0.64,0.35,0.3,0.99,0.98,0.37,0.55,0.31,0.13,0.31,0.71,0.61,0.44,0.85,0.85,0.35,0.49,0.07
arianne.csv,0.26,0.92,1.0,0.87,1.0,0.61,0.95,1.0,0.73,0.94,1.0,1.0,0.97,0.94,0.99,0.7,0.98,0.78,0.83,0.69
aztec.csv,0.23,0.51,0.09,0.05,0.48,0.2,0.39,0.33,0.37,0.44,0.31,0.34,0.09,0.31,0.79,0.2,0.39,0.28,0.31,0.31
biopax.csv,0.95,0.78,1.0,0.93,0.82,0.79,1.0,1.0,1.0,0.69,0.93,0.73,1.0,0.98,1.0,0.05,1.0,0.97,0.9,0.86
bl-toolkit.csv,0.75,0.94,0.27,0.78,1.0,0.95,0.48,1.0,0.7,1.0,1.0,1.0,0.81,0.66,1.0,0.65,0.46,0.44,1.0,0.83
clamav.csv,0.54,0.43,0.18,0.55,0.7,0.8,0.79,0.74,0.46,0.25,0.51,0.64,0.34,0.57,0.52,0.3,0.8,0.47,0.51,0.79
crux-framework.csv,0.22,0.24,0.0,0.24,0.2,0.85,0.01,0.17,0.12,0.22,0.67,0.66,0.13,0.24,0.74,0.1,0.12,0.09,0.22,0.14
gnupdate.csv,0.39,0.76,0.09,0.27,0.8,0.95,0.03,0.04,0.73,0.44,0.16,0.34,0.7,0.41,0.09,0.15,0.52,0.25,0.59,1.0
jmule.csv,0.43,0.66,0.27,0.21,0.52,0.16,0.83,1.0,0.76,0.28,0.45,0.42,0.49,0.54,1.0,0.2,0.83,0.7,0.27,0.14
mbse.csv,0.47,0.51,0.05,0.68,0.8,0.88,0.37,0.29,0.67,0.61,0.47,0.53,0.56,0.57,0.46,0.15,0.54,0.31,0.51,0.86
mplayer-ce.csv,0.43,0.57,0.41,0.73,0.7,0.23,0.9,0.17,0.82,0.06,0.62,0.48,0.34,0.69,0.34,0.4,0.87,0.96,0.56,0.48
ng4j.csv,0.3,0.35,0.23,0.17,0.2,0.01,0.89,0.18,0.55,0.08,0.28,0.26,0.43,0.38,0.49,0.0,0.4,0.43,0.15,0.1
ns-3-dev-def-routing.csv,0.26,0.07,0.59,0.17,0.4,0.18,0.5,0.99,0.19,0.33,0.7,0.4,0.37,0.34,0.88,0.15,0.5,0.39,0.47,0.07
openxava.csv,0.26,0.36,0.09,0.28,0.15,0.52,0.37,0.08,0.39,0.44,0.33,0.37,0.26,0.16,0.17,0.2,0.33,0.08,0.24,0.79
phonon-vlc-mplayer.csv,0.09,0.28,0.27,0.16,0.15,0.04,0.88,0.3,0.25,0.06,0.27,0.35,0.33,0.39,0.42,0.0,0.6,0.29,0.17,0.0
qgis.csv,0.34,0.3,0.55,0.43,0.12,0.06,0.94,0.0,0.45,0.06,0.0,0.0,0.58,0.43,0.0,0.15,0.51,0.49,0.31,0.0
vars-redux.csv,0.49,0.35,0.59,0.47,0.6,0.34,0.48,0.96,0.33,0.67,0.65,0.55,0.31,0.42,0.81,0.0,0.61,0.22,0.37,0.48
xamj.csv,0.64,0.5,0.5,0.45,0.38,0.64,0.42,0.68,0.51,0.36,0.09,0.3,0.17,0.65,0.26,0.15,0.57,0.22,0.64,0.72
yafdotnet.csv,0.56,0.39,0.09,0.43,0.55,0.58,0.47,0.97,0.73,0.06,0.15,0.21,0.23,0.46,0.3,0.4,0.85,0.3,0.76,0.86
