,rezilla.csv,webdriver.csv,minig.csv,ossbuild.csv,jparsec.csv,kmess.csv
jparsec.csv,0.3,0.49,0.55,0.1,0.97,0.65
kmess.csv,0.43,0.52,0.44,0.18,0.44,0.99
minig.csv,0.24,0.47,0.98,0.23,0.4,0.7
ossbuild.csv,0.24,0.67,0.41,0.86,0.31,0.63
rezilla.csv,1.0,0.6,0.55,0.13,0.5,0.61
webdriver.csv,0.09,1.0,0.41,0.38,0.42,0.65
