,rezilla.csv,webdriver.csv,minig.csv,ossbuild.csv,jparsec.csv,kmess.csv
jparsec.csv,0.26,0.56,0.65,0.34,0.96,0.71
kmess.csv,0.68,0.51,0.39,0.53,0.47,0.99
minig.csv,0.16,0.49,0.98,0.84,0.31,0.76
ossbuild.csv,0.21,0.56,0.35,0.88,0.2,0.61
rezilla.csv,1.0,0.84,0.91,0.38,0.8,0.65
webdriver.csv,0.05,1.0,0.41,0.66,0.36,0.6
