,google-collections.csv,dsworkbench.csv,autofac.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,exist.csv,octet.csv,jchassis.csv,ambulant.csv,coot.csv,emono.csv,thedata.csv
ambulant.csv,0.5,0.62,0.76,0.71,0.59,0.76,0.67,0.8,0.73,0.0,0.62,0.19,0.55
autofac.csv,0.0,0.25,0.0,0.39,0.34,0.56,0.27,0.39,0.45,0.47,0.27,0.29,0.47
coot.csv,0.5,0.12,0.15,0.11,0.17,0.23,0.24,0.18,0.55,0.32,0.03,0.29,0.27
dsworkbench.csv,0.0,0.0,0.3,0.07,0.27,0.24,0.19,0.12,0.14,0.11,0.16,0.21,0.29
emono.csv,0.5,0.5,0.42,0.61,0.29,0.26,0.44,0.69,0.38,0.62,0.65,0.05,0.48
exist.csv,0.0,0.44,0.06,0.29,0.12,0.44,0.02,0.27,0.12,0.2,0.3,0.43,0.27
freelords.csv,0.5,0.75,0.82,0.0,0.56,0.59,0.78,0.61,0.35,0.64,0.62,0.81,0.61
google-collections.csv,0.0,0.94,0.97,1.0,1.0,1.0,1.0,1.0,0.98,0.98,1.0,1.0,1.0
jchassis.csv,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jpaul.csv,0.0,0.06,0.12,0.07,0.0,0.21,0.27,0.22,0.12,0.06,0.16,0.0,0.15
neodatis-odb.csv,1.0,0.69,0.67,0.43,0.39,0.01,0.39,0.45,0.36,0.15,0.7,0.43,0.4
octet.csv,1.0,0.56,0.03,0.39,0.2,0.36,0.67,0.0,0.24,0.27,0.19,0.4,0.77
thedata.csv,0.5,0.31,0.48,0.32,0.27,0.36,0.21,0.2,0.12,0.0,0.57,0.4,0.0
