,google-collections.csv,dsworkbench.csv,autofac.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,exist.csv,octet.csv,jchassis.csv,ambulant.csv,coot.csv,emono.csv,thedata.csv
ambulant.csv,0.48,0.55,0.41,0.56,0.55,0.5,0.41,0.43,0.64,0.67,0.47,0.7,0.44
autofac.csv,0.43,0.58,0.52,0.56,0.46,0.41,0.47,0.61,0.73,0.73,0.94,0.55,0.45
coot.csv,0.44,0.83,0.9,0.94,0.64,0.96,0.93,0.82,0.71,0.58,0.51,0.67,0.89
dsworkbench.csv,0.67,0.43,0.76,0.92,0.53,0.67,0.72,0.78,0.78,0.93,0.89,0.94,0.73
emono.csv,0.64,0.95,0.59,0.65,0.64,0.66,0.54,0.58,0.76,0.61,0.58,0.53,0.59
exist.csv,0.54,0.61,0.75,0.68,0.67,0.46,0.45,0.67,0.75,0.59,0.46,0.53,0.56
freelords.csv,0.37,0.37,0.36,0.43,0.5,0.54,0.38,0.5,0.5,0.42,0.42,0.5,0.44
google-collections.csv,0.39,0.37,0.33,0.38,0.45,0.4,0.34,0.45,0.51,0.43,0.45,0.43,0.36
jchassis.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
jpaul.csv,0.57,0.75,0.82,0.5,0.62,0.92,0.74,0.77,0.88,0.83,0.9,0.0,0.89
neodatis-odb.csv,0.47,0.44,0.44,0.75,0.76,0.75,0.68,0.78,0.96,0.79,0.51,0.75,0.63
octet.csv,0.48,0.43,0.86,0.67,0.69,0.59,0.38,0.86,0.56,0.89,0.9,0.85,0.31
thedata.csv,0.5,0.93,0.58,0.73,0.91,0.69,0.87,0.9,0.88,0.0,0.44,0.52,0.75
