,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv
maidsafe-dht.csv,0.28,0.23,0.56,0.41
n2cms.csv,0.28,0.42,0.78,0.74
nassp.csv,0.28,0.2,0.36,0.28
nug.csv,0.73,0.15,0.17,0.5
