,ifa
jchassis.csv,67.0
doomlegacy.csv,0.0
bzbyte.csv,1.0
fmri-dmt.csv,1.0
v8.csv,0.0
servicestack.csv,62.0
carabiner.csv,4.0
gephex.csv,2.0
mediaportal.csv,0.0
gnome-jabber.csv,0.0
fityk.csv,0.0
mecat.csv,6.0
ngl.csv,0.0
codepurge.csv,0.0
jcl.csv,0.0
bigdata.csv,0.0
salasaga.csv,4.0
ondex.csv,0.0
jas.csv,4.0
qdvdauthor.csv,1.0
gmerlin.csv,2.0
wsmt.csv,0.0
xqilla.csv,25.0
jstock.csv,2.0
poormans.csv,0.0
kolmafia.csv,0.0
synergyspace.csv,0.0
nebuladevice.csv,2.0
findbugs.csv,0.0
qmmp.csv,0.0
wxstudio.csv,2.0
free-evolution.csv,1.0
xapian.csv,0.0
quark.csv,2.0
les-indemodables.csv,0.0
mesa3d.csv,6.0
simplewebservices.csv,0.0
illumination.csv,3.0
wxjs.csv,6.0
ambulant.csv,0.0
kmess.csv,0.0
fleet-simulator.csv,61.0
tradelink.csv,0.0
opendvr.csv,0.0
pi-qmc.csv,1.0
google-gears.csv,0.0
bibletime.csv,0.0
ipfilter.csv,0.0
glelite.csv,0.0
hibernate.csv,3.0
keyczar.csv,62.0
oscarmcmaster.csv,0.0
passwordsafe.csv,0.0
primefaces.csv,66.0
xtreemfs.csv,3.0
pixel-commandos.csv,3.0
open-ms.csv,4.0
pnotepad.csv,0.0
qedo.csv,27.0
tigermud.csv,0.0
mevenide.csv,9.0
xcf.csv,1.0
ninject.csv,12.0
xinity.csv,2.0
xmoto.csv,1.0
coot.csv,0.0
emite.csv,0.0
gss.csv,2.0
icescrum.csv,1.0
