,gotjava.csv,empserver.csv,ctrlr.csv,anaxagora.csv,gmerlin.csv,ffigo.csv,skia.csv,zemljanka.csv,wikipediardware.csv
anaxagora.csv,0.0,0.0,0.14,1.0,0.0,0.5,0.43,0.89,1.0
ctrlr.csv,0.0,0.0,1.0,0.05,0.75,0.0,0.33,0.75,0.5
empserver.csv,0.0,1.0,0.17,0.19,0.35,0.73,0.41,0.95,0.82
ffigo.csv,0.0,0.58,0.27,0.27,0.3,0.99,0.28,0.96,0.87
gmerlin.csv,0.01,0.45,0.14,0.15,1.0,0.56,0.52,0.98,1.0
skia.csv,0.0,0.45,0.08,0.2,0.55,0.5,1.0,1.0,0.0
wikipediardware.csv,0.0,0.49,0.24,0.17,0.35,0.63,0.32,0.97,1.0
zemljanka.csv,0.0,0.52,0.26,0.16,0.34,0.64,0.33,0.99,0.73
