,gotjava.csv,empserver.csv,ctrlr.csv,anaxagora.csv,gmerlin.csv,ffigo.csv,skia.csv,zemljanka.csv,wikipediardware.csv
anaxagora.csv,0.0,0.0,0.06,0.92,0.0,0.09,0.16,0.05,0.04
ctrlr.csv,0.0,0.0,0.92,0.06,0.11,0.0,0.11,0.01,0.04
empserver.csv,0.82,1.0,0.34,0.56,0.49,0.71,0.69,0.34,0.62
ffigo.csv,0.0,0.65,0.41,0.59,0.43,0.97,0.46,0.39,0.57
gmerlin.csv,0.89,0.32,0.12,0.5,1.0,0.14,0.6,0.44,0.37
skia.csv,0.0,0.17,0.06,0.28,0.23,0.04,0.93,0.22,0.0
wikipediardware.csv,0.72,0.45,0.52,0.49,0.46,0.54,0.26,0.69,0.96
zemljanka.csv,0.0,0.13,0.0,0.05,0.21,0.33,0.32,0.91,0.0
