,gotjava.csv,empserver.csv,ctrlr.csv,anaxagora.csv,gmerlin.csv,ffigo.csv,skia.csv,zemljanka.csv,wikipediardware.csv
anaxagora.csv,0.0,0.0,0.07,0.95,0.0,0.12,0.2,0.08,0.05
ctrlr.csv,0.0,0.0,0.95,0.05,0.17,0.0,0.14,0.03,0.05
empserver.csv,0.01,1.0,0.23,0.29,0.4,0.76,0.55,0.45,0.7
ffigo.csv,0.0,0.67,0.31,0.36,0.34,0.98,0.37,0.51,0.66
gmerlin.csv,0.01,0.34,0.11,0.24,1.0,0.2,0.54,0.56,0.48
skia.csv,0.0,0.21,0.06,0.22,0.28,0.05,0.95,0.31,0.0
wikipediardware.csv,0.01,0.58,0.35,0.28,0.51,0.69,0.47,0.88,0.97
zemljanka.csv,0.0,0.68,0.42,0.28,0.5,0.77,0.49,0.99,0.83
