,f1,g,recall,precision,pf,wins
applet2app.csv,0.55,0.575,0.585,0.53,0.325,13
biodwh.csv,0.39,0.39,0.35,0.5249999999999999,0.155,2
blue-c.csv,0.575,0.585,0.8049999999999999,0.45499999999999996,0.615,9
cities3d.csv,0.41000000000000003,0.515,0.5349999999999999,0.48,0.25,5
firebird.csv,0.59,0.55,0.785,0.48,0.5700000000000001,11
jcache.csv,0.595,0.585,0.835,0.48,0.535,14
jparsec.csv,0.51,0.52,0.66,0.46,0.575,3
mscore.csv,0.56,0.605,0.79,0.45,0.615,8
nabu-library.csv,0.325,0.34,0.3,0.46499999999999997,0.235,1
ns-3-dev-def-routing.csv,0.51,0.46499999999999997,0.515,0.44,0.345,4
open-ms.csv,0.405,0.475,0.45,0.58,0.215,6
popeye-chess.csv,0.47,0.515,0.485,0.515,0.27,7
qgo.csv,0.59,0.6,0.85,0.5,0.715,10
webdriver.csv,0.53,0.615,0.69,0.51,0.435,12
xined.csv,0.0,0.0,0.0,0.0,0.0,0
yafdotnet.csv,0.585,0.635,0.66,0.56,0.425,15
