,qgo.csv,firebird.csv,applet2app.csv,popeye-chess.csv,cities3d.csv,blue-c.csv,webdriver.csv,mscore.csv,yafdotnet.csv,nabu-library.csv,jparsec.csv,xined.csv,ns-3-dev-def-routing.csv,open-ms.csv,biodwh.csv,jcache.csv
applet2app.csv,0.88,0.77,0.51,0.67,0.18,1.0,0.56,0.83,0.52,0.34,0.42,0.24,0.54,0.3,0.26,0.86
biodwh.csv,0.48,0.83,0.57,0.9,0.3,1.0,0.45,0.82,0.73,0.86,0.43,0.27,0.46,0.28,0.48,0.75
blue-c.csv,0.52,0.57,0.39,0.57,0.17,0.86,0.48,0.78,0.51,0.38,0.4,0.22,0.48,0.21,0.16,0.43
cities3d.csv,0.46,0.8,0.38,1.0,0.19,0.7,0.5,0.8,0.5,0.35,0.4,0.0,0.5,0.24,0.19,0.73
firebird.csv,0.64,0.68,0.5,0.57,0.11,0.93,0.42,0.83,0.49,0.74,0.41,0.22,0.46,0.29,0.15,0.47
jcache.csv,0.6,0.53,0.39,0.63,0.09,0.54,0.48,0.66,0.48,0.74,0.46,0.26,0.42,0.22,0.22,0.82
jparsec.csv,0.52,0.57,0.46,0.48,0.09,0.43,0.46,0.55,0.43,0.68,0.62,0.25,0.38,0.21,0.15,0.74
mscore.csv,0.45,0.61,0.38,0.57,0.27,0.74,0.46,0.79,0.45,0.48,0.4,0.24,0.43,0.23,0.14,0.74
nabu-library.csv,0.0,0.59,0.33,0.56,0.05,0.83,0.31,0.61,0.44,0.79,0.35,0.17,0.49,0.5,0.0,0.78
ns-3-dev-def-routing.csv,0.64,0.62,0.4,0.65,0.1,0.86,0.41,0.76,0.44,0.44,0.41,0.21,0.55,0.28,0.1,0.81
open-ms.csv,0.6,0.57,0.41,0.75,0.11,0.8,0.62,0.76,0.63,0.59,0.45,0.29,0.42,0.27,0.25,0.76
popeye-chess.csv,0.58,0.68,0.49,0.68,0.38,0.8,0.54,0.83,0.56,0.3,0.41,0.22,0.48,0.29,0.14,0.73
qgo.csv,0.84,0.55,0.49,0.53,0.09,0.49,0.51,0.62,0.48,0.68,0.54,0.2,0.4,0.23,0.17,0.74
webdriver.csv,0.57,0.56,0.38,0.62,0.14,0.77,0.72,0.82,0.55,0.37,0.43,0.25,0.47,0.3,0.13,0.7
xined.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.42,0.0,0.0,0.0,0.7
yafdotnet.csv,0.57,0.6,0.42,0.7,0.09,0.71,0.55,0.76,0.69,0.64,0.52,0.24,0.44,0.24,0.19,0.73
