,qgo.csv,firebird.csv,applet2app.csv,popeye-chess.csv,cities3d.csv,blue-c.csv,webdriver.csv,mscore.csv,yafdotnet.csv,nabu-library.csv,jparsec.csv,xined.csv,ns-3-dev-def-routing.csv,open-ms.csv,biodwh.csv,jcache.csv
applet2app.csv,1.0,0.0,0.0,2.0,5.0,0.0,1.0,0.0,0.0,31.0,1.0,0.0,0.0,10.0,3.0,0.0
biodwh.csv,8.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0
blue-c.csv,5.0,0.0,7.0,4.0,10.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,21.0,10.0,29.0
cities3d.csv,11.0,0.0,5.0,0.0,8.0,2.0,0.0,0.0,9.0,10.0,3.0,52.0,3.0,8.0,4.0,2.0
firebird.csv,4.0,0.0,1.0,3.0,13.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,16.0,17.0,25.0
jcache.csv,3.0,0.0,2.0,3.0,35.0,2.0,0.0,4.0,8.0,1.0,0.0,0.0,1.0,22.0,10.0,2.0
jparsec.csv,5.0,0.0,8.0,12.0,22.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,8.0,20.0,7.0,1.0
mscore.csv,12.0,0.0,2.0,6.0,22.0,0.0,0.0,2.0,0.0,4.0,1.0,0.0,1.0,21.0,23.0,0.0
nabu-library.csv,64.0,0.0,8.0,2.0,40.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,2.0,3.0,82.0,0.0
ns-3-dev-def-routing.csv,4.0,0.0,3.0,3.0,12.0,0.0,7.0,2.0,0.0,3.0,2.0,0.0,0.0,13.0,10.0,0.0
open-ms.csv,2.0,0.0,3.0,3.0,20.0,1.0,1.0,3.0,1.0,0.0,1.0,6.0,5.0,0.0,6.0,4.0
popeye-chess.csv,0.0,1.0,1.0,3.0,6.0,0.0,0.0,0.0,1.0,29.0,1.0,0.0,0.0,4.0,5.0,0.0
qgo.csv,0.0,0.0,5.0,4.0,38.0,10.0,3.0,3.0,3.0,0.0,2.0,9.0,1.0,6.0,12.0,0.0
webdriver.csv,5.0,0.0,8.0,3.0,22.0,0.0,0.0,0.0,1.0,32.0,2.0,0.0,0.0,14.0,10.0,2.0
xined.csv,64.0,329.0,1673.0,78.0,432.0,54.0,98.0,209.0,227.0,191.0,2.0,0.0,208.0,436.0,82.0,2.0
yafdotnet.csv,1.0,0.0,2.0,1.0,2.0,1.0,3.0,2.0,0.0,1.0,0.0,4.0,5.0,9.0,3.0,0.0
