,qgo.csv,firebird.csv,applet2app.csv,popeye-chess.csv,cities3d.csv,blue-c.csv,webdriver.csv,mscore.csv,yafdotnet.csv,nabu-library.csv,jparsec.csv,xined.csv,ns-3-dev-def-routing.csv,open-ms.csv,biodwh.csv,jcache.csv
applet2app.csv,0.54,0.68,0.51,0.36,0.41,0.53,0.56,0.61,0.58,0.98,0.91,0.66,0.5,0.58,0.43,0.48
biodwh.csv,0.74,0.86,0.65,0.74,0.55,0.97,0.73,0.75,0.8,0.94,0.8,0.72,0.69,0.67,0.23,0.42
blue-c.csv,0.68,0.64,0.75,0.57,0.42,0.23,0.85,0.48,0.57,0.9,0.99,0.81,0.59,0.74,0.66,0.94
cities3d.csv,0.81,0.77,0.69,0.97,0.39,0.58,0.65,0.65,0.79,0.94,0.7,1.0,0.65,0.65,0.59,0.32
firebird.csv,0.46,0.52,0.51,0.55,0.62,0.53,0.89,0.56,0.64,0.51,0.87,0.84,0.66,0.6,0.97,0.86
jcache.csv,0.5,0.84,0.65,0.45,0.9,1.0,0.67,0.61,0.7,0.48,0.87,0.61,0.82,0.81,0.55,0.18
jparsec.csv,0.69,0.63,0.62,0.86,0.71,1.04,0.7,0.87,0.91,0.57,0.41,0.61,0.88,0.79,0.73,0.34
mscore.csv,0.75,0.57,0.84,0.54,0.37,0.38,0.93,0.41,0.68,0.92,0.96,0.61,0.67,0.73,0.89,0.45
nabu-library.csv,1.01,0.61,0.78,0.86,0.95,0.67,0.92,0.75,0.67,0.28,0.78,0.83,0.57,0.92,1.03,0.8
ns-3-dev-def-routing.csv,0.78,0.59,0.73,0.4,0.85,0.42,0.78,0.62,0.68,0.9,0.75,0.77,0.5,0.8,0.85,0.62
open-ms.csv,0.5,0.64,0.66,0.75,0.64,0.61,0.67,0.56,0.73,0.9,0.82,0.53,0.67,0.62,0.76,0.46
popeye-chess.csv,0.59,0.64,0.58,0.42,0.78,0.49,0.64,0.55,0.81,0.98,0.71,0.65,0.59,0.58,0.85,0.68
qgo.csv,0.2,0.8,0.5,0.59,0.85,0.88,0.65,0.84,0.7,0.47,0.51,0.77,0.85,0.77,0.78,0.28
webdriver.csv,0.59,0.7,0.74,0.44,0.51,0.34,0.36,0.5,0.59,0.95,0.65,0.7,0.59,0.55,0.8,0.44
xined.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.63,0.32,1.0,1.0,1.0,0.33
yafdotnet.csv,0.54,0.59,0.62,0.41,0.74,0.45,0.6,0.48,0.35,0.52,0.59,0.62,0.63,0.64,0.64,0.4
