,gtad.csv,projectts.csv,scen-connect.csv,wxlua.csv,ipfire-wall.csv,cubefs.csv,mumble.csv,irplus.csv,powerfolder.csv,smartgwt.csv,ondex.csv,fleet-simulator.csv,hibernate.csv,geogebra.csv,quantlib.csv,tweetsharp.csv
cubefs.csv,678.0,91.5,2388.0,94.5,150.0,194.0,17.0,690.5,850.5,99.0,681.0,98.5,864.5,99.0,174.0,62.5
fleet-simulator.csv,678.0,283.5,914.5,194.0,184.0,98.5,98.5,1470.5,850.5,99.0,781.0,98.5,1775.0,99.0,388.0,97.5
geogebra.csv,1081.0,283.5,832.0,57.5,184.0,84.5,98.5,1082.5,473.5,99.0,915.0,98.5,868.5,99.0,358.5,178.0
gtad.csv,93.5,91.5,1160.5,84.5,184.0,194.0,98.5,396.5,2557.5,98.5,389.0,91.5,579.0,99.0,95.5,87.5
hibernate.csv,93.5,91.5,1768.0,94.5,97.5,197.0,176.0,225.5,477.5,99.0,776.5,86.5,1533.0,99.0,193.0,97.5
ipfire-wall.csv,479.0,186.0,266.5,96.5,97.5,95.5,98.5,246.5,287.5,99.0,556.0,98.5,290.5,99.0,388.0,97.5
irplus.csv,189.0,283.5,1207.5,96.5,184.0,196.0,98.5,625.0,470.5,99.0,745.0,91.5,291.5,99.0,192.0,183.0
mumble.csv,770.0,186.0,2149.5,94.5,0.0,91.5,84.5,1120.0,4459.5,197.0,485.5,98.5,1078.0,99.0,388.0,95.5
ondex.csv,287.5,29.5,1132.5,94.5,97.5,98.5,98.5,404.5,5139.0,99.0,644.5,98.5,1437.5,99.0,178.0,87.5
powerfolder.csv,372.5,186.0,688.5,84.5,184.0,197.0,98.5,463.0,189.0,98.5,290.5,94.5,290.5,99.0,388.0,89.5
projectts.csv,897.5,173.0,2763.5,21.5,277.5,97.5,178.0,1226.5,284.5,197.0,95.5,98.5,1648.0,197.0,260.5,180.0
quantlib.csv,484.0,0.0,0.0,96.5,0.0,95.5,0.0,412.5,40.5,99.0,781.0,84.5,2663.5,99.0,93.5,0.0
smartgwt.csv,582.5,189.0,1074.5,96.5,184.0,196.0,98.5,384.5,284.5,98.5,291.0,96.5,685.5,99.0,480.5,97.5
tweetsharp.csv,867.5,254.5,2713.0,194.0,183.0,197.0,270.5,723.0,4562.0,98.5,856.0,96.5,2363.5,99.0,192.0,196.5
wxlua.csv,582.5,189.0,933.0,194.0,179.0,197.0,1469.0,52.5,90.5,97.5,194.5,96.5,443.5,99.0,480.5,196.5
