,foursquared.csv,repositorium.csv,xbg.csv,simplewebservices.csv
foursquared.csv,0.94,0.0,0.0,0.13
repositorium.csv,0.1,0.79,0.0,0.34
simplewebservices.csv,0.63,0.38,0.42,0.66
xbg.csv,0.0,0.0,0.85,0.4
