,foursquared.csv,repositorium.csv,xbg.csv,simplewebservices.csv
foursquared.csv,0.96,0.0,0.0,0.11
repositorium.csv,0.08,0.82,0.0,0.31
simplewebservices.csv,0.92,0.73,0.38,0.66
xbg.csv,0.0,0.0,0.88,0.39
