,foursquared.csv,repositorium.csv,xbg.csv,simplewebservices.csv
foursquared.csv,0.77,0.0,0.0,0.58
repositorium.csv,0.25,0.25,0.0,0.32
simplewebservices.csv,0.4,0.1,0.15,0.57
xbg.csv,0.0,0.0,0.32,0.34
