,scen-connect.csv,bwapi.csv,ontopia.csv,smartgwt.csv,adobe-source.csv,lite.csv,gisgraphy.csv
adobe-source.csv,0.0,0.85,0.85,0.23,0.51,0.17,0.33
bwapi.csv,0.0,0.92,0.79,0.23,0.19,0.35,0.21
gisgraphy.csv,0.03,0.65,1.0,0.13,0.0,0.23,0.6
lite.csv,0.0,0.75,0.77,0.39,0.33,0.53,0.13
ontopia.csv,0.02,0.77,0.94,0.29,0.15,0.23,0.42
smartgwt.csv,0.04,0.84,0.87,0.47,0.18,0.32,0.32
