,plee-the-bear.csv,google-caja.csv,genecys.csv,itext.csv
genecys.csv,0.13,0.62,0.72,0.53
google-caja.csv,0.65,0.81,0.71,0.71
itext.csv,0.66,0.0,0.73,0.75
plee-the-bear.csv,0.78,0.6,0.51,0.6
